"","id_student","Decile","Avg_Clicks","Asgmts","Avg_Asgmt_Score","final_result"
"163424","131272",6,23.9166666666667,1,72.8,"Pass"
"163425","131272",7,20.0833333333333,0,72.8,"Pass"
"163426","131272",8,11.9166666666667,1,73.8333333333333,"Pass"
"163427","131272",9,3.375,0,73.8333333333333,"Pass"
"163419","131272",10,72.6666666666667,6,75.8333333333333,"Pass"
"163428","1337055",0,1.57142857142857,0,0,"Pass"
"163429","1337055",1,8.21739130434783,1,86,"Pass"
"163431","1337055",2,11.4166666666667,1,89,"Pass"
"163432","1337055",3,25.7083333333333,3,85.2,"Pass"
"163433","1337055",4,3.20833333333333,1,85.1666666666667,"Pass"
"163434","1337055",5,7.75,0,85.1666666666667,"Pass"
"163435","1337055",6,7,0,85.1666666666667,"Pass"
"163436","1337055",7,24.625,1,85.1428571428571,"Pass"
"163437","1337055",8,4.20833333333333,3,83.5,"Pass"
"163438","1337055",9,6.79166666666667,0,83.5,"Pass"
"163430","1337055",10,8.29166666666667,2,82.9166666666667,"Pass"
"163439","134260",0,1.65217391304348,0,0,"Pass"
"163440","134260",1,4.34782608695652,1,68,"Pass"
"163442","134260",2,1.70833333333333,0,68,"Pass"
"163443","134260",3,4.29166666666667,1,69,"Pass"
"163444","134260",4,1.54166666666667,0,69,"Pass"
"163445","134260",5,0.291666666666667,1,73,"Pass"
"163446","134260",6,5.375,1,75,"Pass"
"163447","134260",7,2.83333333333333,0,75,"Pass"
"163448","134260",8,1.41666666666667,1,79.2,"Pass"
"163449","134260",9,0.125,0,79.2,"Pass"
"163441","134260",10,22.5,7,84.9166666666667,"Pass"
"163450","134578",0,0,0,0,"Fail"
"163451","134578",1,3.65217391304348,0,0,"Fail"
"163453","134578",2,3.91666666666667,0,0,"Fail"
"163454","134578",3,0,0,0,"Fail"
"163455","134578",4,0,0,0,"Fail"
"163456","134578",5,0,0,0,"Fail"
"163457","134578",6,0,0,0,"Fail"
"163458","134578",7,0,0,0,"Fail"
"163459","134578",8,0,0,0,"Fail"
"163460","134578",9,0,0,0,"Fail"
"163452","134578",10,0,0,0,"Fail"
"163461","1347198",0,2.3,0,0,"Pass"
"163462","1347198",1,7.65217391304348,1,92,"Pass"
"163464","1347198",2,5.70833333333333,0,92,"Pass"
"163465","1347198",3,8.5,1,93,"Pass"
"163466","1347198",4,24.9166666666667,2,89.5,"Pass"
"163467","1347198",5,5.08333333333333,1,89.8,"Pass"
"163468","1347198",6,6.58333333333333,0,89.8,"Pass"
"163469","1347198",7,8.54166666666667,1,89.1666666666667,"Pass"
"163470","1347198",8,8.54166666666667,1,88.2857142857143,"Pass"
"163471","1347198",9,17.7916666666667,4,83.7272727272727,"Pass"
"163463","1347198",10,12.4166666666667,1,83.8333333333333,"Pass"
"163472","135075",0,3.67307692307692,0,0,"Pass"
"163473","135075",1,12.3478260869565,2,80,"Pass"
"163475","135075",2,3.29166666666667,0,80,"Pass"
"163476","135075",3,17.75,3,83.6,"Pass"
"163477","135075",4,9.29166666666667,1,84.5,"Pass"
"163478","135075",5,6.08333333333333,1,85,"Pass"
"163479","135075",6,3.54166666666667,1,83.625,"Pass"
"163480","135075",7,17.375,0,83.625,"Pass"
"163481","135075",8,22.375,2,84.1,"Pass"
"163482","135075",9,10.6666666666667,2,85,"Pass"
"163474","135075",10,7.66666666666667,0,85,"Pass"
"163483","1397662",0,2.84269662921348,0,0,"Fail"
"163484","1397662",1,33.1739130434783,2,88,"Fail"
"163486","1397662",2,35.5,1,91.6666666666667,"Fail"
"163487","1397662",3,29.375,2,87.4,"Fail"
"163488","1397662",4,17.5833333333333,1,83.1666666666667,"Fail"
"163489","1397662",5,13.8333333333333,0,83.1666666666667,"Fail"
"163490","1397662",6,8.75,1,73.5714285714286,"Fail"
"163491","1397662",7,21.5416666666667,1,75.125,"Fail"
"163492","1397662",8,17.5416666666667,1,74.6666666666667,"Fail"
"163493","1397662",9,55.25,1,76.3,"Fail"
"163485","1397662",10,81.6666666666667,2,78.0833333333333,"Fail"
"163494","139949",0,3.98360655737705,0,0,"Pass"
"163495","139949",1,33.5652173913044,2,95.5,"Pass"
"163497","139949",2,5.16666666666667,1,96.3333333333333,"Pass"
"163498","139949",3,13.375,1,95.25,"Pass"
"163499","139949",4,1.91666666666667,0,95.25,"Pass"
"163500","139949",5,7.08333333333333,1,94.4,"Pass"
"163501","139949",6,22.9166666666667,3,94,"Pass"
"163502","139949",7,14.25,0,94,"Pass"
"163503","139949",8,12.6666666666667,1,92.6666666666667,"Pass"
"163504","139949",9,3.29166666666667,0,92.6666666666667,"Pass"
"163496","139949",10,14.3333333333333,3,91.3333333333333,"Pass"
"163505","140866",0,2.375,0,0,"Pass"
"163506","140866",1,14.0434782608696,1,86,"Pass"
"163508","140866",2,1.20833333333333,0,86,"Pass"
"163509","140866",3,9.54166666666667,1,85,"Pass"
"163510","140866",4,19.25,0,85,"Pass"
"163511","140866",5,7.95833333333333,1,86,"Pass"
"163512","140866",6,12.9583333333333,1,85,"Pass"
"163513","140866",7,0.25,0,85,"Pass"
"163514","140866",8,22.0416666666667,1,85.2,"Pass"
"163515","140866",9,32,7,86.4166666666667,"Pass"
"163507","140866",10,4.70833333333333,0,86.4166666666667,"Pass"
"163516","140907",0,2.60714285714286,0,0,"Pass"
"163517","140907",1,29.1739130434783,1,82,"Pass"
"163519","140907",2,31.0833333333333,2,82,"Pass"
"163520","140907",3,9.125,2,85.4,"Pass"
"163521","140907",4,11.1666666666667,1,84.1666666666667,"Pass"
"163522","140907",5,5.16666666666667,1,84.2857142857143,"Pass"
"163523","140907",6,12.75,2,81.8888888888889,"Pass"
"163524","140907",7,9.45833333333333,0,81.8888888888889,"Pass"
"163525","140907",8,14.1666666666667,3,79.5,"Pass"
"163526","140907",9,6.95833333333333,0,79.5,"Pass"
"163518","140907",10,3.25,0,79.5,"Pass"
"163527","142339",0,3.47945205479452,0,0,"Distinction"
"163528","142339",1,40.2173913043478,1,96,"Distinction"
"163530","142339",2,21.5,3,94.25,"Distinction"
"163531","142339",3,25.5833333333333,1,94.4,"Distinction"
"163532","142339",4,12.7916666666667,1,94.3333333333333,"Distinction"
"163533","142339",5,20.75,1,94.5714285714286,"Distinction"
"163534","142339",6,10.75,1,93.5,"Distinction"
"163535","142339",7,26.4583333333333,1,93.2222222222222,"Distinction"
"163536","142339",8,21.6666666666667,2,92.9090909090909,"Distinction"
"163537","142339",9,24.375,1,92.9166666666667,"Distinction"
"163529","142339",10,6.54166666666667,0,92.9166666666667,"Distinction"
"163538","143350",0,3.4,0,0,"Pass"
"163539","143350",1,12.8260869565217,2,84,"Pass"
"163541","143350",2,16.5833333333333,2,87,"Pass"
"163542","143350",3,5.125,0,87,"Pass"
"163543","143350",4,10.5,1,87.6,"Pass"
"163544","143350",5,7.16666666666667,1,85.5,"Pass"
"163545","143350",6,6.04166666666667,1,85.8571428571429,"Pass"
"163546","143350",7,3.29166666666667,0,85.8571428571429,"Pass"
"163547","143350",8,13.8333333333333,3,83.4,"Pass"
"163548","143350",9,9.25,1,82.3636363636364,"Pass"
"163540","143350",10,9.45833333333333,1,80.8333333333333,"Pass"
"163549","1436558",0,2.888,0,0,"Distinction"
"163550","1436558",1,20,1,76,"Distinction"
"163552","1436558",2,11.5416666666667,0,76,"Distinction"
"163553","1436558",3,10.125,3,84,"Distinction"
"163554","1436558",4,11.9166666666667,1,84.4,"Distinction"
"163555","1436558",5,4.95833333333333,0,84.4,"Distinction"
"163556","1436558",6,13.125,1,85,"Distinction"
"163557","1436558",7,7.33333333333333,2,86.375,"Distinction"
"163558","1436558",8,4.45833333333333,1,87.3333333333333,"Distinction"
"163559","1436558",9,15.5416666666667,1,86.6,"Distinction"
"163551","1436558",10,8.125,2,87.25,"Distinction"
"163560","1440072",0,1.875,0,0,"Pass"
"163561","1440072",1,31.7826086956522,2,86,"Pass"
"163563","1440072",2,18.6666666666667,2,83,"Pass"
"163564","1440072",3,2.91666666666667,0,83,"Pass"
"163565","1440072",4,13.25,1,76.8,"Pass"
"163566","1440072",5,13.5,0,76.8,"Pass"
"163567","1440072",6,16.5416666666667,1,74.3333333333333,"Pass"
"163568","1440072",7,1.75,0,74.3333333333333,"Pass"
"163569","1440072",8,6.5,1,75.4285714285714,"Pass"
"163570","1440072",9,2.125,0,75.4285714285714,"Pass"
"163562","1440072",10,70.375,5,75.5833333333333,"Pass"
"163571","1442706",0,2.07272727272727,0,0,"Fail"
"163572","1442706",1,16.3478260869565,1,76,"Fail"
"163574","1442706",2,38,0,76,"Fail"
"163575","1442706",3,21.2916666666667,1,71,"Fail"
"163576","1442706",4,11,0,71,"Fail"
"163577","1442706",5,1.29166666666667,0,71,"Fail"
"163578","1442706",6,0.0416666666666667,0,71,"Fail"
"163579","1442706",7,0,0,71,"Fail"
"163580","1442706",8,0,0,71,"Fail"
"163581","1442706",9,0,0,71,"Fail"
"163573","1442706",10,0,0,71,"Fail"
"163582","1444520",0,2.32450331125828,0,0,"Pass"
"163583","1444520",1,19.8695652173913,2,89,"Pass"
"163585","1444520",2,10.4583333333333,0,89,"Pass"
"163586","1444520",3,7.625,1,87.3333333333333,"Pass"
"163587","1444520",4,20.125,1,89.75,"Pass"
"163588","1444520",5,16,2,90.3333333333333,"Pass"
"163589","1444520",6,13.5833333333333,2,90.875,"Pass"
"163590","1444520",7,5.66666666666667,0,90.875,"Pass"
"163591","1444520",8,14.25,1,90.2222222222222,"Pass"
"163592","1444520",9,10.9166666666667,1,90.6,"Pass"
"163584","1444520",10,8.375,2,91.1666666666667,"Pass"
"163593","144747",0,2.5,0,0,"Distinction"
"163594","144747",1,8.26086956521739,1,88,"Distinction"
"163596","144747",2,2.58333333333333,0,88,"Distinction"
"163597","144747",3,1.5,1,89,"Distinction"
"163598","144747",4,1.79166666666667,0,89,"Distinction"
"163599","144747",5,4.875,1,88.6666666666667,"Distinction"
"163600","144747",6,6.16666666666667,1,86.75,"Distinction"
"163601","144747",7,4.5,0,86.75,"Distinction"
"163602","144747",8,2.33333333333333,1,88,"Distinction"
"163603","144747",9,23.6666666666667,4,86.2222222222222,"Distinction"
"163595","144747",10,6.66666666666667,3,85.5833333333333,"Distinction"
"163604","1464952",0,2.33333333333333,0,0,"Pass"
"163605","1464952",1,23,1,98,"Pass"
"163607","1464952",2,32.875,0,98,"Pass"
"163608","1464952",3,32.3333333333333,1,86,"Pass"
"163609","1464952",4,64,3,84.8,"Pass"
"163610","1464952",5,14.7083333333333,1,83,"Pass"
"163611","1464952",6,14.2916666666667,0,83,"Pass"
"163612","1464952",7,15.0416666666667,1,81.7142857142857,"Pass"
"163613","1464952",8,16.375,0,81.7142857142857,"Pass"
"163614","1464952",9,0.458333333333333,0,81.7142857142857,"Pass"
"163606","1464952",10,27.6666666666667,4,81,"Pass"
"163615","147168",0,3.91666666666667,0,0,"Pass"
"163616","147168",1,43.2608695652174,1,94,"Pass"
"163618","147168",2,47.5833333333333,0,94,"Pass"
"163619","147168",3,44.5,1,89,"Pass"
"163620","147168",4,30.9166666666667,1,85.3333333333333,"Pass"
"163621","147168",5,12.7916666666667,0,85.3333333333333,"Pass"
"163622","147168",6,27.1666666666667,1,78,"Pass"
"163623","147168",7,36.7083333333333,0,78,"Pass"
"163624","147168",8,24.125,1,79.4,"Pass"
"163625","147168",9,19.875,0,79.4,"Pass"
"163617","147168",10,32.625,7,78.8333333333333,"Pass"
"163626","149680",0,2.45614035087719,0,0,"Pass"
"163627","149680",1,23.7826086956522,1,82,"Pass"
"163629","149680",2,28.25,1,83.5,"Pass"
"163630","149680",3,20.5833333333333,2,84,"Pass"
"163631","149680",4,17.7916666666667,1,84.4,"Pass"
"163632","149680",5,18.5416666666667,1,85,"Pass"
"163633","149680",6,18.375,2,84.125,"Pass"
"163634","149680",7,22.625,0,84.125,"Pass"
"163635","149680",8,16.375,2,86,"Pass"
"163636","149680",9,16.625,1,85.9090909090909,"Pass"
"163628","149680",10,23.9166666666667,1,84.75,"Pass"
"163637","149693",0,2.11538461538462,0,0,"Pass"
"163638","149693",1,27.3478260869565,2,81,"Pass"
"163640","149693",2,14.7083333333333,1,79.3333333333333,"Pass"
"163641","149693",3,2.41666666666667,0,79.3333333333333,"Pass"
"163642","149693",4,4.29166666666667,1,79,"Pass"
"163643","149693",5,16.2083333333333,1,79.8,"Pass"
"163644","149693",6,9.33333333333333,1,79.6666666666667,"Pass"
"163645","149693",7,9.41666666666667,0,79.6666666666667,"Pass"
"163646","149693",8,1.16666666666667,0,79.6666666666667,"Pass"
"163647","149693",9,0.25,0,79.6666666666667,"Pass"
"163639","149693",10,22.9166666666667,2,74.375,"Pass"
"163648","1500410",0,2.8,0,0,"Pass"
"163649","1500410",1,23.7826086956522,2,86.5,"Pass"
"163651","1500410",2,20.9166666666667,0,86.5,"Pass"
"163652","1500410",3,9.29166666666667,2,87,"Pass"
"163653","1500410",4,11.3333333333333,0,87,"Pass"
"163654","1500410",5,8.70833333333333,1,81.6,"Pass"
"163655","1500410",6,9.20833333333333,0,81.6,"Pass"
"163656","1500410",7,5.625,1,79.6666666666667,"Pass"
"163657","1500410",8,4.66666666666667,0,79.6666666666667,"Pass"
"163658","1500410",9,1.29166666666667,1,77.7142857142857,"Pass"
"163650","1500410",10,11.7916666666667,1,76.625,"Pass"
"163659","150763",0,3.8961038961039,0,0,"Pass"
"163660","150763",1,69.0869565217391,1,52,"Pass"
"163662","150763",2,50.4583333333333,1,60,"Pass"
"163663","150763",3,34.4166666666667,1,68.6666666666667,"Pass"
"163664","150763",4,39.0416666666667,3,73.5,"Pass"
"163665","150763",5,31.2916666666667,1,75.1428571428571,"Pass"
"163666","150763",6,43.8333333333333,1,74.25,"Pass"
"163667","150763",7,37.8333333333333,2,74.9,"Pass"
"163668","150763",8,62.5,2,76.4166666666667,"Pass"
"163669","150763",9,6.95833333333333,0,76.4166666666667,"Pass"
"163661","150763",10,6.95833333333333,0,76.4166666666667,"Pass"
"163670","1510285",0,2.58333333333333,0,0,"Pass"
"163671","1510285",1,24.6521739130435,1,86,"Pass"
"163673","1510285",2,24.9166666666667,1,81.5,"Pass"
"163674","1510285",3,11.2916666666667,1,79,"Pass"
"163675","1510285",4,19.7916666666667,0,79,"Pass"
"163676","1510285",5,23.7916666666667,3,80.8333333333333,"Pass"
"163677","1510285",6,11.375,0,80.8333333333333,"Pass"
"163678","1510285",7,25.0833333333333,2,79.75,"Pass"
"163679","1510285",8,11.3333333333333,1,80.4444444444444,"Pass"
"163680","1510285",9,10.2083333333333,0,80.4444444444444,"Pass"
"163672","1510285",10,24.1666666666667,3,79.0833333333333,"Pass"
"163681","151465",0,2.24390243902439,0,0,"Pass"
"163682","151465",1,6.69565217391304,1,78,"Pass"
"163684","151465",2,7.08333333333333,2,67.3333333333333,"Pass"
"163685","151465",3,9.125,0,67.3333333333333,"Pass"
"163686","151465",4,4.29166666666667,0,67.3333333333333,"Pass"
"163687","151465",5,9.75,1,67.5,"Pass"
"163688","151465",6,8.20833333333333,0,67.5,"Pass"
"163689","151465",7,17.25,1,69.2,"Pass"
"163690","151465",8,6.125,1,72.3333333333333,"Pass"
"163691","151465",9,11.3333333333333,6,70.25,"Pass"
"163683","151465",10,13.375,0,70.25,"Pass"
"163692","153110",0,0,0,0,"Fail"
