"","id_student","Decile","Avg_Clicks","Asgmts","Avg_Asgmt_Score","final_result"
"94682","110200",3,0.416666666666667,1,61.3333333333333,"Fail"
"94683","110200",4,1.875,2,53.4,"Fail"
"94684","110200",5,0.416666666666667,1,49.8333333333333,"Fail"
"94685","110200",6,0,0,49.8333333333333,"Fail"
"94686","110200",7,0,0,49.8333333333333,"Fail"
"94687","110200",8,0,0,49.8333333333333,"Fail"
"94688","110200",9,0,0,49.8333333333333,"Fail"
"94680","110200",10,0.125,0,49.8333333333333,"Fail"
"94689","1105628",0,1.97321428571429,0,0,"Fail"
"94690","1105628",1,14.4782608695652,0,0,"Fail"
"94692","1105628",2,13.5416666666667,2,80,"Fail"
"94693","1105628",3,8.79166666666667,2,81.25,"Fail"
"94694","1105628",4,5.625,2,78,"Fail"
"94695","1105628",5,2.95833333333333,1,76.1428571428571,"Fail"
"94696","1105628",6,2.79166666666667,0,76.1428571428571,"Fail"
"94697","1105628",7,1.66666666666667,0,76.1428571428571,"Fail"
"94698","1105628",8,0.0833333333333333,0,76.1428571428571,"Fail"
"94699","1105628",9,0.5,0,76.1428571428571,"Fail"
"94691","1105628",10,0.833333333333333,0,76.1428571428571,"Fail"
"94700","111113",0,2.22413793103448,0,0,"Fail"
"94701","111113",1,4.39130434782609,0,0,"Fail"
"94703","111113",2,2.16666666666667,2,36.5,"Fail"
"94704","111113",3,2.16666666666667,2,33.75,"Fail"
"94705","111113",4,0.0416666666666667,0,33.75,"Fail"
"94706","111113",5,0.0833333333333333,0,33.75,"Fail"
"94707","111113",6,0.0416666666666667,0,33.75,"Fail"
"94708","111113",7,0.0833333333333333,0,33.75,"Fail"
"94709","111113",8,0.125,0,33.75,"Fail"
"94710","111113",9,0,0,33.75,"Fail"
"94702","111113",10,0,0,33.75,"Fail"
"94711","112245",0,2.40277777777778,0,0,"Pass"
"94712","112245",1,15.8695652173913,1,76,"Pass"
"94714","112245",2,7.58333333333333,1,79.5,"Pass"
"94715","112245",3,6.75,2,82.75,"Pass"
"94716","112245",4,7.875,2,86.1666666666667,"Pass"
"94717","112245",5,9.04166666666667,2,86.125,"Pass"
"94718","112245",6,16.2083333333333,0,86.125,"Pass"
"94719","112245",7,6.54166666666667,2,84.9,"Pass"
"94720","112245",8,2.95833333333333,1,82.4545454545455,"Pass"
"94721","112245",9,2.70833333333333,2,80.3076923076923,"Pass"
"94713","112245",10,2.54166666666667,1,78.7142857142857,"Pass"
"94722","121000",0,3.17391304347826,0,0,"Fail"
"94723","121000",1,6.39130434782609,0,0,"Fail"
"94725","121000",2,4.125,2,35.5,"Fail"
"94726","121000",3,0.458333333333333,0,35.5,"Fail"
"94727","121000",4,0.458333333333333,0,35.5,"Fail"
"94728","121000",5,0,0,35.5,"Fail"
"94729","121000",6,0,0,35.5,"Fail"
"94730","121000",7,0,0,35.5,"Fail"
"94731","121000",8,0,0,35.5,"Fail"
"94732","121000",9,0,0,35.5,"Fail"
"94724","121000",10,0,0,35.5,"Fail"
"94733","121390",0,0,0,0,"Fail"
"94734","121390",1,5.73913043478261,0,0,"Fail"
"94736","121390",2,4.125,2,75,"Fail"
"94737","121390",3,4.875,2,75.75,"Fail"
"94738","121390",4,0.958333333333333,0,75.75,"Fail"
"94739","121390",5,0,0,75.75,"Fail"
"94740","121390",6,0,0,75.75,"Fail"
"94741","121390",7,0,0,75.75,"Fail"
"94742","121390",8,0,0,75.75,"Fail"
"94743","121390",9,0,0,75.75,"Fail"
"94735","121390",10,0,0,75.75,"Fail"
"94744","126912",0,0,7,62.4285714285714,"Fail"
"94745","126912",1,0,0,62.4285714285714,"Fail"
"94747","126912",2,0,0,62.4285714285714,"Fail"
"94748","126912",3,0,0,62.4285714285714,"Fail"
"94749","126912",4,0,0,62.4285714285714,"Fail"
"94750","126912",5,0,0,62.4285714285714,"Fail"
"94751","126912",6,0,0,62.4285714285714,"Fail"
"94752","126912",7,0,0,62.4285714285714,"Fail"
"94753","126912",8,0,0,62.4285714285714,"Fail"
"94754","126912",9,0,0,62.4285714285714,"Fail"
"94746","126912",10,0,0,62.4285714285714,"Fail"
"94755","128678",0,1.9,0,0,"Fail"
"94756","128678",1,4.52173913043478,0,0,"Fail"
"94758","128678",2,2.125,2,48,"Fail"
"94759","128678",3,0.833333333333333,1,47.6666666666667,"Fail"
"94760","128678",4,6.08333333333333,2,44,"Fail"
"94761","128678",5,3.08333333333333,2,46.2857142857143,"Fail"
"94762","128678",6,4.91666666666667,0,46.2857142857143,"Fail"
"94763","128678",7,2.04166666666667,2,40.7777777777778,"Fail"
"94764","128678",8,4.04166666666667,1,43.1,"Fail"
"94765","128678",9,2.79166666666667,1,42.4545454545455,"Fail"
"94757","128678",10,0.25,0,42.4545454545455,"Fail"
"94766","130003",0,0,0,0,"Fail"
"94767","130003",1,0.217391304347826,0,0,"Fail"
"94769","130003",2,1.83333333333333,2,79.5,"Fail"
"94770","130003",3,6.08333333333333,2,78.5,"Fail"
"94771","130003",4,0.875,1,78.8,"Fail"
"94772","130003",5,0.0833333333333333,0,78.8,"Fail"
"94773","130003",6,0.291666666666667,0,78.8,"Fail"
"94774","130003",7,0.291666666666667,0,78.8,"Fail"
"94775","130003",8,0,0,78.8,"Fail"
"94776","130003",9,0.0833333333333333,0,78.8,"Fail"
"94768","130003",10,0,0,78.8,"Fail"
"94777","1311171",0,1.375,0,0,"Pass"
"94778","1311171",1,4.95652173913043,0,0,"Pass"
"94780","1311171",2,5.83333333333333,2,87,"Pass"
"94781","1311171",3,2.70833333333333,2,88.5,"Pass"
"94782","1311171",4,5.41666666666667,2,89.5,"Pass"
"94783","1311171",5,5.20833333333333,2,90.625,"Pass"
"94784","1311171",6,8.75,0,90.625,"Pass"
"94785","1311171",7,5.79166666666667,2,90.2,"Pass"
"94786","1311171",8,3.625,1,90.0909090909091,"Pass"
"94787","1311171",9,8.04166666666667,2,90.3076923076923,"Pass"
"94779","1311171",10,2.5,1,89.7142857142857,"Pass"
"94788","131145",0,2.675,0,0,"Pass"
"94789","131145",1,20.7826086956522,1,81,"Pass"
"94791","131145",2,16.9583333333333,1,82,"Pass"
"94792","131145",3,12.2916666666667,2,87.5,"Pass"
"94793","131145",4,13.3333333333333,2,88.3333333333333,"Pass"
"94794","131145",5,10.75,2,88.125,"Pass"
"94795","131145",6,17.1666666666667,0,88.125,"Pass"
"94796","131145",7,14.5416666666667,2,85.6,"Pass"
"94797","131145",8,5.33333333333333,1,84.9090909090909,"Pass"
"94798","131145",9,7.66666666666667,2,83.1538461538462,"Pass"
"94790","131145",10,8.54166666666667,1,82,"Pass"
"94799","134025",0,2.09375,0,0,"Distinction"
"94800","134025",1,7.60869565217391,1,83,"Distinction"
"94802","134025",2,4.04166666666667,1,80,"Distinction"
"94803","134025",3,9.625,3,85.8,"Distinction"
"94804","134025",4,6.875,1,87.6666666666667,"Distinction"
"94805","134025",5,8.29166666666667,2,87,"Distinction"
"94806","134025",6,15.25,0,87,"Distinction"
"94807","134025",7,7.75,2,87.9,"Distinction"
"94808","134025",8,4.83333333333333,1,87,"Distinction"
"94809","134025",9,12.75,2,86.7692307692308,"Distinction"
"94801","134025",10,3.95833333333333,1,85.5,"Distinction"
"94810","134188",0,2.61111111111111,0,0,"Pass"
"94811","134188",1,7.1304347826087,1,83,"Pass"
"94813","134188",2,6.20833333333333,1,73,"Pass"
"94814","134188",3,6.625,2,78.25,"Pass"
"94815","134188",4,3.5,2,79.1666666666667,"Pass"
"94816","134188",5,2.91666666666667,2,78.375,"Pass"
"94817","134188",6,7.08333333333333,0,78.375,"Pass"
"94818","134188",7,4.45833333333333,2,78.9,"Pass"
"94819","134188",8,0.875,1,80.5454545454545,"Pass"
"94820","134188",9,2,2,77.6923076923077,"Pass"
"94812","134188",10,3.16666666666667,1,76.4285714285714,"Pass"
"94821","134336",0,1.2,0,0,"Fail"
"94822","134336",1,2.04347826086957,0,0,"Fail"
"94824","134336",2,3.08333333333333,2,70.5,"Fail"
"94825","134336",3,2.41666666666667,2,76.25,"Fail"
"94826","134336",4,1.54166666666667,2,78,"Fail"
"94827","134336",5,2.04166666666667,2,74.625,"Fail"
"94828","134336",6,0,0,74.625,"Fail"
"94829","134336",7,0,0,74.625,"Fail"
"94830","134336",8,0,0,74.625,"Fail"
"94831","134336",9,0,0,74.625,"Fail"
"94823","134336",10,0,0,74.625,"Fail"
"94832","1347447",0,2.4578313253012,0,0,"Pass"
"94833","1347447",1,3.82608695652174,1,82,"Pass"
"94835","1347447",2,3.66666666666667,1,86,"Pass"
"94836","1347447",3,3.54166666666667,3,89.6,"Pass"
"94837","1347447",4,4.83333333333333,2,90.7142857142857,"Pass"
"94838","1347447",5,3.875,1,90.875,"Pass"
"94839","1347447",6,6.375,0,90.875,"Pass"
"94840","1347447",7,5.33333333333333,2,90.4,"Pass"
"94841","1347447",8,2.375,1,90.7272727272727,"Pass"
"94842","1347447",9,3,2,89.2307692307692,"Pass"
"94834","1347447",10,0.916666666666667,1,88.0714285714286,"Pass"
"94843","1351739",0,1.90540540540541,0,0,"Pass"
"94844","1351739",1,17.8695652173913,1,90,"Pass"
"94846","1351739",2,11.4583333333333,1,91.5,"Pass"
"94847","1351739",3,4.45833333333333,2,94.75,"Pass"
"94848","1351739",4,3.75,2,94.5,"Pass"
"94849","1351739",5,8.16666666666667,2,94.25,"Pass"
"94850","1351739",6,10.875,0,94.25,"Pass"
"94851","1351739",7,6.58333333333333,2,94.1,"Pass"
"94852","1351739",8,2.83333333333333,1,93.9090909090909,"Pass"
"94853","1351739",9,1.41666666666667,2,93.4615384615385,"Pass"
"94845","1351739",10,0.583333333333333,1,93,"Pass"
"94854","137603",0,2.4,0,0,"Pass"
"94855","137603",1,11.695652173913,0,0,"Pass"
"94857","137603",2,5.83333333333333,2,65,"Pass"
"94858","137603",3,3.5,2,78.5,"Pass"
"94859","137603",4,5.79166666666667,2,76.3333333333333,"Pass"
"94860","137603",5,2.29166666666667,2,79,"Pass"
"94861","137603",6,15.375,0,79,"Pass"
"94862","137603",7,6.41666666666667,2,79.9,"Pass"
"94863","137603",8,3.83333333333333,1,81.4545454545455,"Pass"
"94864","137603",9,8.08333333333333,2,80.1538461538462,"Pass"
"94856","137603",10,1.625,1,80,"Pass"
"94865","1384882",0,1.41176470588235,0,0,"Fail"
"94866","1384882",1,3.39130434782609,0,0,"Fail"
"94868","1384882",2,2.54166666666667,2,71,"Fail"
"94869","1384882",3,5.54166666666667,2,76.75,"Fail"
"94870","1384882",4,0.708333333333333,1,75.8,"Fail"
"94871","1384882",5,0,0,75.8,"Fail"
"94872","1384882",6,0,0,75.8,"Fail"
"94873","1384882",7,0,0,75.8,"Fail"
"94874","1384882",8,0,0,75.8,"Fail"
"94875","1384882",9,0,0,75.8,"Fail"
"94867","1384882",10,0,0,75.8,"Fail"
"94876","1392016",0,2,0,0,"Fail"
"94877","1392016",1,4.47826086956522,0,0,"Fail"
"94879","1392016",2,2.33333333333333,2,74,"Fail"
"94880","1392016",3,4.33333333333333,2,69,"Fail"
"94881","1392016",4,3.875,2,59.5,"Fail"
"94882","1392016",5,2.75,2,58.625,"Fail"
"94883","1392016",6,0.583333333333333,0,58.625,"Fail"
"94884","1392016",7,1.83333333333333,0,58.625,"Fail"
"94885","1392016",8,0,0,58.625,"Fail"
"94886","1392016",9,0,0,58.625,"Fail"
"94878","1392016",10,0,0,58.625,"Fail"
"94887","142819",0,1.5,0,0,"Pass"
"94888","142819",1,3.1304347826087,0,0,"Pass"
"94890","142819",2,1.54166666666667,2,80,"Pass"
"94891","142819",3,3.91666666666667,2,80,"Pass"
"94892","142819",4,1.33333333333333,2,83.1666666666667,"Pass"
"94893","142819",5,2.75,2,84.625,"Pass"
"94894","142819",6,0.625,0,84.625,"Pass"
"94895","142819",7,1.41666666666667,2,82.2,"Pass"
"94896","142819",8,1,1,82.0909090909091,"Pass"
"94897","142819",9,0.75,2,74.2307692307692,"Pass"
"94889","142819",10,0.625,1,72.7142857142857,"Pass"
"94898","1444134",0,1.8695652173913,0,0,"Pass"
"94899","1444134",1,21.304347826087,0,0,"Pass"
"94901","1444134",2,17.2916666666667,2,88,"Pass"
"94902","1444134",3,14.3333333333333,2,89.25,"Pass"
"94903","1444134",4,11,2,92.1666666666667,"Pass"
"94904","1444134",5,5,2,92.625,"Pass"
"94905","1444134",6,10.875,0,92.625,"Pass"
"94906","1444134",7,13.4583333333333,2,92,"Pass"
"94907","1444134",8,8.79166666666667,1,92.4545454545455,"Pass"
"94908","1444134",9,3.66666666666667,2,91.6153846153846,"Pass"
"94900","1444134",10,5.875,1,90.2857142857143,"Pass"
"94909","1446954",0,2.08333333333333,0,0,"Fail"
"94910","1446954",1,12.0869565217391,0,0,"Fail"
"94912","1446954",2,8.16666666666667,2,78.5,"Fail"
"94913","1446954",3,5.41666666666667,2,83.5,"Fail"
"94914","1446954",4,4.41666666666667,2,81.5,"Fail"
"94915","1446954",5,3.95833333333333,2,75.75,"Fail"
"94916","1446954",6,12.0833333333333,0,75.75,"Fail"
"94917","1446954",7,0,0,75.75,"Fail"
"94918","1446954",8,0,0,75.75,"Fail"
"94919","1446954",9,0,0,75.75,"Fail"
"94911","1446954",10,0,0,75.75,"Fail"
"94920","144923",0,1,0,0,"Fail"
"94921","144923",1,3.56521739130435,0,0,"Fail"
"94923","144923",2,2.45833333333333,2,67.5,"Fail"
"94924","144923",3,4.91666666666667,2,71.5,"Fail"
"94925","144923",4,1.95833333333333,2,67,"Fail"
"94926","144923",5,0,0,67,"Fail"
"94927","144923",6,0,0,67,"Fail"
"94928","144923",7,0,0,67,"Fail"
"94929","144923",8,0,0,67,"Fail"
"94930","144923",9,0,0,67,"Fail"
"94922","144923",10,0,0,67,"Fail"
"94931","146089",0,0,0,0,"Fail"
"94932","146089",1,0,0,0,"Fail"
"94934","146089",2,0,0,0,"Fail"
"94935","146089",3,0.0416666666666667,0,0,"Fail"
"94936","146089",4,0,0,0,"Fail"
"94937","146089",5,0,0,0,"Fail"
"94938","146089",6,0,0,0,"Fail"
"94939","146089",7,0,0,0,"Fail"
"94940","146089",8,0,0,0,"Fail"
"94941","146089",9,0,0,0,"Fail"
"94933","146089",10,0,0,0,"Fail"
"94942","146651",0,4.54545454545455,0,0,"Fail"
"94943","146651",1,3,0,0,"Fail"
"94945","146651",2,5.95833333333333,2,75.5,"Fail"
"94946","146651",3,2.125,2,79.5,"Fail"
"94947","146651",4,2.625,2,77.6666666666667,"Fail"
"94948","146651",5,1.66666666666667,1,74,"Fail"
"94949","146651",6,6.58333333333333,1,76,"Fail"
"94950","146651",7,1.54166666666667,1,77.8888888888889,"Fail"
"94951","146651",8,0.625,1,74.5,"Fail"
"94952","146651",9,0.0416666666666667,0,74.5,"Fail"
"94944","146651",10,0.333333333333333,1,72.1818181818182,"Fail"
"94953","1470291",0,1.86792452830189,0,0,"Pass"
"94954","1470291",1,1.65217391304348,0,0,"Pass"
"94956","1470291",2,5.875,2,71,"Pass"
"94957","1470291",3,4.45833333333333,2,77,"Pass"
"94958","1470291",4,5.83333333333333,2,77.8333333333333,"Pass"
"94959","1470291",5,1.95833333333333,2,76.625,"Pass"
"94960","1470291",6,5.125,0,76.625,"Pass"
"94961","1470291",7,2.04166666666667,2,75,"Pass"
"94962","1470291",8,2.375,1,75,"Pass"
"94963","1470291",9,0.916666666666667,1,74.75,"Pass"
"94955","1470291",10,1,1,72.7692307692308,"Pass"
"94964","150578",0,2.34782608695652,0,0,"Fail"
"94965","150578",1,10.7391304347826,0,0,"Fail"
"94967","150578",2,8.41666666666667,2,71,"Fail"
"94968","150578",3,1.20833333333333,1,71.3333333333333,"Fail"
"94969","150578",4,1.375,1,69.5,"Fail"
"94970","150578",5,1.70833333333333,0,69.5,"Fail"
"94971","150578",6,0,0,69.5,"Fail"
"94972","150578",7,0,0,69.5,"Fail"
"94973","150578",8,0,0,69.5,"Fail"
"94974","150578",9,0,0,69.5,"Fail"
"94966","150578",10,0,0,69.5,"Fail"
"94975","1510198",0,2.92413793103448,0,0,"Pass"
"94976","1510198",1,19.4782608695652,1,94,"Pass"
"94978","1510198",2,29.3333333333333,1,92,"Pass"
"94979","1510198",3,13.625,2,93,"Pass"
"94980","1510198",4,16.7916666666667,2,93.6666666666667,"Pass"
"94981","1510198",5,12.9166666666667,2,94.25,"Pass"
"94982","1510198",6,27.625,0,94.25,"Pass"
"94983","1510198",7,17.2916666666667,2,94.5,"Pass"
"94984","1510198",8,9.625,1,94.4545454545455,"Pass"
"94985","1510198",9,9.83333333333333,2,93.3846153846154,"Pass"
"94977","1510198",10,1.41666666666667,1,91.7857142857143,"Pass"
"94986","1534854",0,1.25,0,0,"Fail"
"94987","1534854",1,1.78260869565217,0,0,"Fail"
"94989","1534854",2,0.708333333333333,2,67.5,"Fail"
"94990","1534854",3,3.20833333333333,2,63.5,"Fail"
"94991","1534854",4,1.45833333333333,2,66,"Fail"
"94992","1534854",5,1.625,2,60.75,"Fail"
"94993","1534854",6,0,0,60.75,"Fail"
"94994","1534854",7,0.666666666666667,1,60.7777777777778,"Fail"
"94995","1534854",8,0.208333333333333,1,61.1,"Fail"
"94996","1534854",9,2.16666666666667,2,56.8333333333333,"Fail"
"94988","1534854",10,0,0,56.8333333333333,"Fail"
"94997","157298",0,2.64285714285714,0,0,"Pass"
"94998","157298",1,9.91304347826087,0,0,"Pass"
"95000","157298",2,8,2,77,"Pass"
"95001","157298",3,5.08333333333333,2,75.75,"Pass"
"95002","157298",4,3.75,2,74.3333333333333,"Pass"
"95003","157298",5,3.5,2,65.375,"Pass"
"95004","157298",6,8.20833333333333,0,65.375,"Pass"
"95005","157298",7,3.58333333333333,2,62.7,"Pass"
"95006","157298",8,2.20833333333333,1,61.8181818181818,"Pass"
"95007","157298",9,4,2,58.0769230769231,"Pass"
"94999","157298",10,2.04166666666667,1,57.7142857142857,"Pass"
"95008","1577134",0,2.77659574468085,0,0,"Fail"
"95009","1577134",1,49.6521739130435,1,71,"Fail"
"95011","1577134",2,33.125,1,49,"Fail"
"95012","1577134",3,14.4166666666667,2,58.75,"Fail"
"95013","1577134",4,12.9166666666667,2,56.5,"Fail"
"95014","1577134",5,16.5416666666667,2,55.375,"Fail"
"95015","1577134",6,23.0833333333333,0,55.375,"Fail"
"95016","1577134",7,16.2916666666667,2,54.5,"Fail"
"95017","1577134",8,6.5,1,54.3636363636364,"Fail"
"95018","1577134",9,7.95833333333333,2,49.9230769230769,"Fail"
"95010","1577134",10,7.70833333333333,1,47.9285714285714,"Fail"
"95019","1584449",0,2.44897959183673,0,0,"Fail"
"95020","1584449",1,3.73913043478261,0,0,"Fail"
"95022","1584449",2,3.58333333333333,2,80.5,"Fail"
"95023","1584449",3,0.208333333333333,0,80.5,"Fail"
"95024","1584449",4,0,0,80.5,"Fail"
"95025","1584449",5,0,0,80.5,"Fail"
"95026","1584449",6,0,0,80.5,"Fail"
"95027","1584449",7,0,0,80.5,"Fail"
"95028","1584449",8,0,0,80.5,"Fail"
"95029","1584449",9,0,0,80.5,"Fail"
"95021","1584449",10,0,0,80.5,"Fail"
"95030","1587816",0,0,0,0,"Fail"
"95031","1587816",1,0,0,0,"Fail"
"95033","1587816",2,0,0,0,"Fail"
"95034","1587816",3,0,0,0,"Fail"
"95035","1587816",4,0,0,0,"Fail"
"95036","1587816",5,0,0,0,"Fail"
"95037","1587816",6,0,0,0,"Fail"
"95038","1587816",7,0,0,0,"Fail"
"95039","1587816",8,0,0,0,"Fail"
"95040","1587816",9,0,0,0,"Fail"
"95032","1587816",10,0,0,0,"Fail"
"95041","159925",0,2.84883720930233,0,0,"Pass"
"95042","159925",1,7.04347826086957,0,0,"Pass"
"95044","159925",2,15.6666666666667,2,73.5,"Pass"
"95045","159925",3,8.91666666666667,2,73.75,"Pass"
"95046","159925",4,8.08333333333333,2,72,"Pass"
"95047","159925",5,10.875,2,71.375,"Pass"
"95048","159925",6,14.8333333333333,0,71.375,"Pass"
"95049","159925",7,7.45833333333333,1,66.8888888888889,"Pass"
"95050","159925",8,5.20833333333333,1,66.6,"Pass"
"95051","159925",9,6.54166666666667,1,63.1818181818182,"Pass"
"95043","159925",10,5,1,62,"Pass"
"95052","160005",0,1.67307692307692,0,0,"Pass"
"95053","160005",1,16.9130434782609,1,91,"Pass"
"95055","160005",2,17.875,1,90.5,"Pass"
"95056","160005",3,14.625,3,93.4,"Pass"
"95057","160005",4,12.4166666666667,1,93.5,"Pass"
"95058","160005",5,23.2916666666667,2,94.125,"Pass"
"95059","160005",6,29.6666666666667,0,94.125,"Pass"
"95060","160005",7,12.2083333333333,2,93.5,"Pass"
"95061","160005",8,4.25,1,94.0909090909091,"Pass"
"95062","160005",9,10.5416666666667,2,92.8461538461538,"Pass"
"95054","160005",10,10.5416666666667,1,91.1428571428571,"Pass"
"95063","1611842",0,2.26923076923077,0,0,"Pass"
"95064","1611842",1,7.17391304347826,1,78,"Pass"
"95066","1611842",2,6.33333333333333,1,74,"Pass"
"95067","1611842",3,3.75,2,79.25,"Pass"
"95068","1611842",4,6.125,2,82.3333333333333,"Pass"
"95069","1611842",5,1.54166666666667,2,78.75,"Pass"
"95070","1611842",6,9.875,0,78.75,"Pass"
"95071","1611842",7,5.58333333333333,2,78.1,"Pass"
"95072","1611842",8,2.54166666666667,1,78.8181818181818,"Pass"
"95073","1611842",9,1.83333333333333,2,77.1538461538462,"Pass"
"95065","1611842",10,1.04166666666667,1,75.7857142857143,"Pass"
"95074","1620593",0,2.52717391304348,0,0,"Fail"
"95075","1620593",1,25.0434782608696,1,90,"Fail"
"95077","1620593",2,6.625,1,88.5,"Fail"
"95078","1620593",3,0.333333333333333,0,88.5,"Fail"
"95079","1620593",4,0.208333333333333,0,88.5,"Fail"
"95080","1620593",5,0.0833333333333333,0,88.5,"Fail"
"95081","1620593",6,0.208333333333333,0,88.5,"Fail"
"95082","1620593",7,0,0,88.5,"Fail"
"95083","1620593",8,0,0,88.5,"Fail"
"95084","1620593",9,0,0,88.5,"Fail"
"95076","1620593",10,0.416666666666667,0,88.5,"Fail"
"95085","1626418",0,4.57142857142857,0,0,"Pass"
"95086","1626418",1,0.695652173913043,1,65,"Pass"
"95088","1626418",2,2.04166666666667,1,51,"Pass"
"95089","1626418",3,1.375,2,50.75,"Pass"
"95090","1626418",4,1.375,2,48.5,"Pass"
"95091","1626418",5,1.41666666666667,2,49.125,"Pass"
"95092","1626418",6,6.20833333333333,0,49.125,"Pass"
"95093","1626418",7,2.95833333333333,2,51.8,"Pass"
"95094","1626418",8,0.791666666666667,1,52.3636363636364,"Pass"
"95095","1626418",9,1.625,2,49.7692307692308,"Pass"
"95087","1626418",10,0.208333333333333,1,50.3571428571429,"Pass"
"95096","163067",0,1.36363636363636,0,0,"Pass"
"95097","163067",1,5.78260869565217,1,73,"Pass"
"95099","163067",2,5.41666666666667,1,61.5,"Pass"
"95100","163067",3,3,2,72.75,"Pass"
"95101","163067",4,2.16666666666667,2,74.8333333333333,"Pass"
"95102","163067",5,4.375,2,75.5,"Pass"
"95103","163067",6,7.91666666666667,0,75.5,"Pass"
"95104","163067",7,4.875,2,76.4,"Pass"
"95105","163067",8,2.33333333333333,1,76,"Pass"
"95106","163067",9,2.58333333333333,2,73.8461538461538,"Pass"
"95098","163067",10,1.70833333333333,1,71.5714285714286,"Pass"
"95107","1638119",0,1.88,0,0,"Fail"
"95108","1638119",1,30.6521739130435,0,0,"Fail"
"95110","1638119",2,24.7083333333333,2,69.5,"Fail"
"95111","1638119",3,7.41666666666667,2,70,"Fail"
"95112","1638119",4,8.54166666666667,2,70,"Fail"
"95113","1638119",5,12.5,2,68.875,"Fail"
"95114","1638119",6,17.75,0,68.875,"Fail"
"95115","1638119",7,6.375,2,67.4,"Fail"
"95116","1638119",8,2.08333333333333,1,67.5454545454545,"Fail"
"95117","1638119",9,6.83333333333333,2,67.9230769230769,"Fail"
"95109","1638119",10,5.95833333333333,1,65.9285714285714,"Fail"
"95118","1638425",0,1.64864864864865,0,0,"Fail"
"95119","1638425",1,6.52173913043478,0,0,"Fail"
"95121","1638425",2,7.70833333333333,2,47.5,"Fail"
"95122","1638425",3,1.83333333333333,2,48.5,"Fail"
"95123","1638425",4,0,0,48.5,"Fail"
"95124","1638425",5,0,0,48.5,"Fail"
"95125","1638425",6,0,0,48.5,"Fail"
"95126","1638425",7,0,0,48.5,"Fail"
"95127","1638425",8,0,0,48.5,"Fail"
