"","id_student","code_presentation","Decile","Avg_Clicks","Asgmts","Avg_Asgmt_Score","final_result"
"58","109938","2013B",10,0.541666666666667,0,89.8181818181818,"Distinction"
"67","110881","2013B",0,0,0,0,"Pass"
"68","110881","2013B",1,10.3478260869565,1,75,"Pass"
"70","110881","2013B",2,5.5,1,67,"Pass"
"71","110881","2013B",3,1.5,1,78,"Pass"
"72","110881","2013B",4,2.66666666666667,1,74.5,"Pass"
"73","110881","2013B",5,1.20833333333333,1,79.6,"Pass"
"74","110881","2013B",6,0.75,2,78.1428571428571,"Pass"
"75","110881","2013B",7,1.75,2,76.7777777777778,"Pass"
"76","110881","2013B",8,1.625,2,77.9090909090909,"Pass"
"77","110881","2013B",9,1,0,77.9090909090909,"Pass"
"69","110881","2013B",10,2.83333333333333,0,77.9090909090909,"Pass"
"78","116603","2013B",0,5.07692307692308,0,0,"Distinction"
"79","116603","2013B",1,8.26086956521739,1,83,"Distinction"
"81","116603","2013B",2,4.79166666666667,1,79.5,"Distinction"
"82","116603","2013B",3,1.625,1,86.3333333333333,"Distinction"
"83","116603","2013B",4,3.33333333333333,1,84.5,"Distinction"
"84","116603","2013B",5,0.458333333333333,1,87.6,"Distinction"
"85","116603","2013B",6,4,2,89,"Distinction"
"86","116603","2013B",7,5.875,1,90.375,"Distinction"
"87","116603","2013B",8,4.75,2,90.4,"Distinction"
"88","116603","2013B",9,4.70833333333333,0,90.4,"Distinction"
"80","116603","2013B",10,3.29166666666667,0,90.4,"Distinction"
"89","117071","2013B",0,0,0,0,"Fail"
"90","117071","2013B",1,0,0,0,"Fail"
"92","117071","2013B",2,1.20833333333333,0,0,"Fail"
"93","117071","2013B",3,1.33333333333333,2,73,"Fail"
"94","117071","2013B",4,0,0,73,"Fail"
"95","117071","2013B",5,0,0,73,"Fail"
"96","117071","2013B",6,0,0,73,"Fail"
"97","117071","2013B",7,0,0,73,"Fail"
"98","117071","2013B",8,0,0,73,"Fail"
"99","117071","2013B",9,0,0,73,"Fail"
"91","117071","2013B",10,0,0,73,"Fail"
"100","120994","2013B",0,0,0,0,"Fail"
"101","120994","2013B",1,15,0,0,"Fail"
"103","120994","2013B",2,4.5,1,70,"Fail"
"104","120994","2013B",3,4.33333333333333,1,85,"Fail"
"105","120994","2013B",4,2.54166666666667,0,85,"Fail"
"106","120994","2013B",5,0.625,1,90,"Fail"
"107","120994","2013B",6,0.625,1,92.5,"Fail"
"108","120994","2013B",7,1.04166666666667,1,86,"Fail"
"109","120994","2013B",8,1.04166666666667,1,88.3333333333333,"Fail"
"110","120994","2013B",9,0.0416666666666667,0,88.3333333333333,"Fail"
"102","120994","2013B",10,0,0,88.3333333333333,"Fail"
"111","122524","2013B",0,0,0,0,"Fail"
"112","122524","2013B",1,0,0,0,"Fail"
"114","122524","2013B",2,0,0,0,"Fail"
"115","122524","2013B",3,0,0,0,"Fail"
"116","122524","2013B",4,0,0,0,"Fail"
"117","122524","2013B",5,0,0,0,"Fail"
"118","122524","2013B",6,0,0,0,"Fail"
"119","122524","2013B",7,0,0,0,"Fail"
"120","122524","2013B",8,0,0,0,"Fail"
"121","122524","2013B",9,0,0,0,"Fail"
"113","122524","2013B",10,0,0,0,"Fail"
"122","123860","2013B",0,2.3030303030303,0,0,"Pass"
"123","123860","2013B",1,8.34782608695652,1,60,"Pass"
"125","123860","2013B",2,5.95833333333333,1,67.5,"Pass"
"126","123860","2013B",3,3.33333333333333,1,78.3333333333333,"Pass"
"127","123860","2013B",4,1.54166666666667,1,78,"Pass"
"128","123860","2013B",5,4.70833333333333,1,74.4,"Pass"
"129","123860","2013B",6,5.04166666666667,2,76.7142857142857,"Pass"
"130","123860","2013B",7,3.54166666666667,2,76.8888888888889,"Pass"
"131","123860","2013B",8,3.16666666666667,2,77.9090909090909,"Pass"
"132","123860","2013B",9,9.70833333333333,0,77.9090909090909,"Pass"
"124","123860","2013B",10,2,0,77.9090909090909,"Pass"
"133","126322","2013B",0,2.25,2,90,"Pass"
"134","126322","2013B",1,1.69565217391304,1,81.6666666666667,"Pass"
"136","126322","2013B",2,5.66666666666667,0,81.6666666666667,"Pass"
"137","126322","2013B",3,2.125,1,80.75,"Pass"
"138","126322","2013B",4,1.08333333333333,0,80.75,"Pass"
"139","126322","2013B",5,5.375,0,80.75,"Pass"
"140","126322","2013B",6,1.29166666666667,1,81.8,"Pass"
"141","126322","2013B",7,0.666666666666667,0,81.8,"Pass"
"142","126322","2013B",8,0.0416666666666667,0,81.8,"Pass"
"143","126322","2013B",9,0.166666666666667,2,84.1428571428571,"Pass"
"135","126322","2013B",10,1.04166666666667,0,84.1428571428571,"Pass"
"144","126411","2013B",0,0,0,0,"Fail"
"145","126411","2013B",1,0.217391304347826,0,0,"Fail"
"147","126411","2013B",2,0.708333333333333,0,0,"Fail"
"148","126411","2013B",3,0,1,100,"Fail"
"149","126411","2013B",4,0,0,100,"Fail"
"150","126411","2013B",5,0,0,100,"Fail"
"151","126411","2013B",6,0,0,100,"Fail"
"152","126411","2013B",7,0,0,100,"Fail"
"153","126411","2013B",8,0,0,100,"Fail"
"154","126411","2013B",9,0,0,100,"Fail"
"146","126411","2013B",10,0,0,100,"Fail"
"155","133155","2013B",0,0,0,0,"Pass"
"156","133155","2013B",1,8.39130434782609,1,87,"Pass"
"158","133155","2013B",2,3.08333333333333,0,87,"Pass"
"159","133155","2013B",3,15.625,2,90.6666666666667,"Pass"
"160","133155","2013B",4,4.125,1,90.5,"Pass"
"161","133155","2013B",5,0.25,1,92.4,"Pass"
"162","133155","2013B",6,6.875,2,92.1428571428571,"Pass"
"163","133155","2013B",7,8.83333333333333,2,92.7777777777778,"Pass"
"164","133155","2013B",8,4,2,93,"Pass"
"165","133155","2013B",9,0.125,0,93,"Pass"
"157","133155","2013B",10,3.29166666666667,0,93,"Pass"
"166","133531","2013B",0,0,0,0,"Fail"
"167","133531","2013B",1,0,0,0,"Fail"
"169","133531","2013B",2,0,0,0,"Fail"
"170","133531","2013B",3,0,0,0,"Fail"
"171","133531","2013B",4,0,0,0,"Fail"
"172","133531","2013B",5,0,0,0,"Fail"
"173","133531","2013B",6,0,0,0,"Fail"
"174","133531","2013B",7,0,0,0,"Fail"
"175","133531","2013B",8,0,0,0,"Fail"
"176","133531","2013B",9,0,0,0,"Fail"
"168","133531","2013B",10,0,0,0,"Fail"
"177","133748","2013B",0,2.96428571428571,0,0,"Fail"
"178","133748","2013B",1,3.65217391304348,1,74,"Fail"
"180","133748","2013B",2,4.66666666666667,1,67.5,"Fail"
"181","133748","2013B",3,1.33333333333333,1,78.3333333333333,"Fail"
"182","133748","2013B",4,1.45833333333333,1,75,"Fail"
"183","133748","2013B",5,0.875,1,80,"Fail"
"184","133748","2013B",6,1.20833333333333,1,76,"Fail"
"185","133748","2013B",7,0,0,76,"Fail"
"186","133748","2013B",8,0,0,76,"Fail"
"187","133748","2013B",9,0,0,76,"Fail"
"179","133748","2013B",10,0,0,76,"Fail"
"188","142324","2013B",0,0,0,0,"Fail"
"189","142324","2013B",1,2.82608695652174,1,70,"Fail"
"191","142324","2013B",2,3.125,1,70.5,"Fail"
"192","142324","2013B",3,0,1,80.3333333333333,"Fail"
"193","142324","2013B",4,0.791666666666667,1,77.25,"Fail"
"194","142324","2013B",5,1.20833333333333,1,81.8,"Fail"
"195","142324","2013B",6,0.0416666666666667,2,77.7142857142857,"Fail"
"196","142324","2013B",7,0,0,77.7142857142857,"Fail"
"197","142324","2013B",8,0,0,77.7142857142857,"Fail"
"198","142324","2013B",9,0,0,77.7142857142857,"Fail"
"190","142324","2013B",10,0,0,77.7142857142857,"Fail"
"199","1436591","2013B",0,2,0,0,"Distinction"
"200","1436591","2013B",1,13.9565217391304,1,77,"Distinction"
"202","1436591","2013B",2,10.2083333333333,1,86,"Distinction"
"203","1436591","2013B",3,5.375,1,90.6666666666667,"Distinction"
"204","1436591","2013B",4,5.95833333333333,1,93,"Distinction"
"205","1436591","2013B",5,6.45833333333333,1,94.4,"Distinction"
"206","1436591","2013B",6,3.04166666666667,2,96,"Distinction"
"207","1436591","2013B",7,3.45833333333333,2,96.8888888888889,"Distinction"
"208","1436591","2013B",8,2.29166666666667,2,97.4545454545455,"Distinction"
"209","1436591","2013B",9,4.58333333333333,0,97.4545454545455,"Distinction"
"201","1436591","2013B",10,2.875,0,97.4545454545455,"Distinction"
"210","143741","2013B",0,5.38461538461539,0,0,"Distinction"
"211","143741","2013B",1,4.65217391304348,1,74,"Distinction"
"213","143741","2013B",2,2.875,0,74,"Distinction"
"214","143741","2013B",3,2.5,2,81.3333333333333,"Distinction"
"215","143741","2013B",4,1.91666666666667,1,79.75,"Distinction"
"216","143741","2013B",5,2.04166666666667,1,83.8,"Distinction"
"217","143741","2013B",6,0.625,2,84.8571428571429,"Distinction"
"218","143741","2013B",7,4.41666666666667,2,83.5555555555556,"Distinction"
"219","143741","2013B",8,1.54166666666667,2,86.0909090909091,"Distinction"
"220","143741","2013B",9,0.75,0,86.0909090909091,"Distinction"
"212","143741","2013B",10,0.875,0,86.0909090909091,"Distinction"
"221","145544","2013B",0,0,0,0,"Pass"
"222","145544","2013B",1,6.78260869565217,1,77,"Pass"
"224","145544","2013B",2,6,0,77,"Pass"
"225","145544","2013B",3,2.08333333333333,2,86.3333333333333,"Pass"
"226","145544","2013B",4,2.16666666666667,1,84.25,"Pass"
"227","145544","2013B",5,2.125,1,87.4,"Pass"
"228","145544","2013B",6,1.79166666666667,2,86.1428571428571,"Pass"
"229","145544","2013B",7,2.5,2,86.3333333333333,"Pass"
"230","145544","2013B",8,4.375,2,86,"Pass"
"231","145544","2013B",9,1.45833333333333,0,86,"Pass"
"223","145544","2013B",10,3.5,0,86,"Pass"
"232","147876","2013B",0,0,0,0,"Fail"
"233","147876","2013B",1,3.78260869565217,1,84,"Fail"
"235","147876","2013B",2,2.66666666666667,0,84,"Fail"
"236","147876","2013B",3,0.791666666666667,2,80.6666666666667,"Fail"
"237","147876","2013B",4,2.875,0,80.6666666666667,"Fail"
"238","147876","2013B",5,2.25,2,80,"Fail"
"239","147876","2013B",6,1.54166666666667,2,78.5714285714286,"Fail"
"240","147876","2013B",7,0,0,78.5714285714286,"Fail"
"241","147876","2013B",8,0,0,78.5714285714286,"Fail"
"242","147876","2013B",9,0,0,78.5714285714286,"Fail"
"234","147876","2013B",10,0.0416666666666667,0,78.5714285714286,"Fail"
"243","1480800","2013B",0,1.25,0,0,"Pass"
"244","1480800","2013B",1,1,1,77,"Pass"
"246","1480800","2013B",2,5.375,1,78,"Pass"
"247","1480800","2013B",3,1.16666666666667,1,85.3333333333333,"Pass"
"248","1480800","2013B",4,3.91666666666667,1,84,"Pass"
"249","1480800","2013B",5,0.791666666666667,1,83.2,"Pass"
"250","1480800","2013B",6,2.58333333333333,2,83.5714285714286,"Pass"
"251","1480800","2013B",7,2.04166666666667,2,83.1111111111111,"Pass"
"252","1480800","2013B",8,0.583333333333333,2,82.9090909090909,"Pass"
"253","1480800","2013B",9,1.125,0,82.9090909090909,"Pass"
"245","1480800","2013B",10,2.08333333333333,0,82.9090909090909,"Pass"
"254","1493476","2013B",0,0,0,0,"Pass"
"255","1493476","2013B",1,2.08695652173913,1,75,"Pass"
"257","1493476","2013B",2,1.875,0,75,"Pass"
"258","1493476","2013B",3,0.708333333333333,2,83.3333333333333,"Pass"
"259","1493476","2013B",4,0.708333333333333,0,83.3333333333333,"Pass"
"260","1493476","2013B",5,2.375,1,80.25,"Pass"
"261","1493476","2013B",6,0.458333333333333,2,78.1666666666667,"Pass"
"262","1493476","2013B",7,0.125,0,78.1666666666667,"Pass"
"263","1493476","2013B",8,1.125,3,77.8888888888889,"Pass"
"264","1493476","2013B",9,1.20833333333333,0,77.8888888888889,"Pass"
"256","1493476","2013B",10,3.20833333333333,0,77.8888888888889,"Pass"
"265","151697","2013B",0,2.18181818181818,0,0,"Pass"
"266","151697","2013B",1,2.17391304347826,1,86,"Pass"
"268","151697","2013B",2,2,1,83.5,"Pass"
"269","151697","2013B",3,2.375,1,89,"Pass"
"270","151697","2013B",4,2.20833333333333,1,85.25,"Pass"
"271","151697","2013B",5,0.625,1,88.2,"Pass"
"272","151697","2013B",6,0.708333333333333,2,88.5714285714286,"Pass"
"273","151697","2013B",7,0.958333333333333,2,88.8888888888889,"Pass"
"274","151697","2013B",8,0.708333333333333,2,89.0909090909091,"Pass"
"275","151697","2013B",9,2.04166666666667,0,89.0909090909091,"Pass"
"267","151697","2013B",10,1.04166666666667,0,89.0909090909091,"Pass"
"276","1521540","2013B",0,0,0,0,"Distinction"
"277","1521540","2013B",1,13.4782608695652,1,83,"Distinction"
"279","1521540","2013B",2,9.25,1,86.5,"Distinction"
"280","1521540","2013B",3,6.66666666666667,1,91,"Distinction"
"281","1521540","2013B",4,11.2083333333333,1,89,"Distinction"
"282","1521540","2013B",5,12.3333333333333,2,91.8333333333333,"Distinction"
"283","1521540","2013B",6,14.9583333333333,1,90.1428571428571,"Distinction"
"284","1521540","2013B",7,23.9166666666667,2,89.5555555555556,"Distinction"
"285","1521540","2013B",8,21.875,2,91,"Distinction"
"286","1521540","2013B",9,40.9166666666667,0,91,"Distinction"
"278","1521540","2013B",10,35.375,0,91,"Distinction"
"287","152910","2013B",0,1.44444444444444,0,0,"Pass"
"288","152910","2013B",1,22.6521739130435,1,72,"Pass"
"290","152910","2013B",2,15.8333333333333,0,72,"Pass"
"291","152910","2013B",3,6.875,2,82,"Pass"
"292","152910","2013B",4,6.58333333333333,1,80.5,"Pass"
"293","152910","2013B",5,2.125,1,84.4,"Pass"
"294","152910","2013B",6,10.375,2,83.1428571428571,"Pass"
"295","152910","2013B",7,0.958333333333333,2,82.2222222222222,"Pass"
"296","152910","2013B",8,0.541666666666667,0,82.2222222222222,"Pass"
"297","152910","2013B",9,4.66666666666667,0,82.2222222222222,"Pass"
"289","152910","2013B",10,10.9583333333333,0,82.2222222222222,"Pass"
"298","152929","2013B",0,0,0,0,"Pass"
"299","152929","2013B",1,0.91304347826087,1,73,"Pass"
"301","152929","2013B",2,0.666666666666667,0,73,"Pass"
"302","152929","2013B",3,3.83333333333333,2,80.3333333333333,"Pass"
"303","152929","2013B",4,0.958333333333333,1,74.25,"Pass"
"304","152929","2013B",5,0,1,79.4,"Pass"
"305","152929","2013B",6,2.29166666666667,2,77.4285714285714,"Pass"
"306","152929","2013B",7,1.375,0,77.4285714285714,"Pass"
"307","152929","2013B",8,1.5,2,80.4444444444444,"Pass"
"308","152929","2013B",9,0.0833333333333333,0,80.4444444444444,"Pass"
"300","152929","2013B",10,0.0833333333333333,0,80.4444444444444,"Pass"
"309","153212","2013B",0,0,0,0,"Distinction"
"310","153212","2013B",1,4.26086956521739,1,90,"Distinction"
"312","153212","2013B",2,4,0,90,"Distinction"
"313","153212","2013B",3,5.45833333333333,2,87.6666666666667,"Distinction"
"314","153212","2013B",4,2.375,0,87.6666666666667,"Distinction"
"315","153212","2013B",5,1.5,2,87.2,"Distinction"
"316","153212","2013B",6,1.66666666666667,2,88.1428571428571,"Distinction"
"317","153212","2013B",7,2.45833333333333,2,83.6666666666667,"Distinction"
"318","153212","2013B",8,3.125,2,83.5454545454545,"Distinction"
"319","153212","2013B",9,4,0,83.5454545454545,"Distinction"
"311","153212","2013B",10,3.33333333333333,0,83.5454545454545,"Distinction"
"320","154027","2013B",0,1.72222222222222,0,0,"Pass"
"321","154027","2013B",1,1.21739130434783,1,76,"Pass"
"323","154027","2013B",2,2.41666666666667,0,76,"Pass"
"324","154027","2013B",3,1.20833333333333,2,79,"Pass"
"325","154027","2013B",4,2.25,1,71.75,"Pass"
"326","154027","2013B",5,2.375,1,73.4,"Pass"
"327","154027","2013B",6,1.875,2,70.4285714285714,"Pass"
"328","154027","2013B",7,2.58333333333333,2,70.3333333333333,"Pass"
"329","154027","2013B",8,2.45833333333333,1,73.3,"Pass"
"330","154027","2013B",9,0.125,0,73.3,"Pass"
"322","154027","2013B",10,4.08333333333333,0,73.3,"Pass"
"331","154125","2013B",0,0,0,0,"Fail"
"332","154125","2013B",1,1.30434782608696,1,79,"Fail"
"334","154125","2013B",2,0,0,79,"Fail"
"335","154125","2013B",3,0.416666666666667,2,86.3333333333333,"Fail"
"336","154125","2013B",4,0.541666666666667,1,84.75,"Fail"
"337","154125","2013B",5,0,1,87.8,"Fail"
"338","154125","2013B",6,0.375,2,86.4285714285714,"Fail"
"339","154125","2013B",7,0.625,2,87.5555555555556,"Fail"
"340","154125","2013B",8,0,0,87.5555555555556,"Fail"
"341","154125","2013B",9,0,0,87.5555555555556,"Fail"
"333","154125","2013B",10,0,0,87.5555555555556,"Fail"
"342","154540","2013B",0,2,0,0,"Pass"
"343","154540","2013B",1,6.30434782608696,1,83,"Pass"
"345","154540","2013B",2,2.33333333333333,0,83,"Pass"
"346","154540","2013B",3,0.875,2,79.3333333333333,"Pass"
"347","154540","2013B",4,1.08333333333333,1,78.5,"Pass"
"348","154540","2013B",5,0.583333333333333,1,82.8,"Pass"
"349","154540","2013B",6,0.875,2,81.7142857142857,"Pass"
"350","154540","2013B",7,1.625,2,81.5555555555556,"Pass"
"351","154540","2013B",8,1.54166666666667,2,79.1818181818182,"Pass"
"352","154540","2013B",9,0.291666666666667,0,79.1818181818182,"Pass"
"344","154540","2013B",10,0,0,79.1818181818182,"Pass"
"353","156835","2013B",0,3.90909090909091,0,0,"Pass"
"354","156835","2013B",1,5.17391304347826,1,80,"Pass"
"356","156835","2013B",2,4.70833333333333,0,80,"Pass"
"357","156835","2013B",3,4.625,2,81,"Pass"
"358","156835","2013B",4,8.70833333333333,1,80.75,"Pass"
"359","156835","2013B",5,4.29166666666667,1,84.6,"Pass"
"360","156835","2013B",6,4,2,86.5714285714286,"Pass"
"361","156835","2013B",7,7.16666666666667,2,87.6666666666667,"Pass"
"362","156835","2013B",8,3.66666666666667,1,86.9,"Pass"
"363","156835","2013B",9,3.375,0,86.9,"Pass"
"355","156835","2013B",10,0.916666666666667,0,86.9,"Pass"
"364","1574398","2013B",0,20.84375,0,0,"Distinction"
"365","1574398","2013B",1,95.1739130434783,1,78,"Distinction"
"367","1574398","2013B",2,24.2916666666667,0,78,"Distinction"
"368","1574398","2013B",3,26.0416666666667,2,86,"Distinction"
"369","1574398","2013B",4,31.3333333333333,1,86.25,"Distinction"
"370","1574398","2013B",5,31.4166666666667,1,89,"Distinction"
"371","1574398","2013B",6,34.6666666666667,2,90,"Distinction"
"372","1574398","2013B",7,42.9166666666667,2,91.2222222222222,"Distinction"
"373","1574398","2013B",8,26.0416666666667,2,90.8181818181818,"Distinction"
"374","1574398","2013B",9,12.3333333333333,0,90.8181818181818,"Distinction"
"366","1574398","2013B",10,16.4583333333333,0,90.8181818181818,"Distinction"
"375","161678","2013B",0,0,0,0,"Fail"
"376","161678","2013B",1,1.73913043478261,0,0,"Fail"
"378","161678","2013B",2,2.20833333333333,1,40,"Fail"
"379","161678","2013B",3,0,0,40,"Fail"
"380","161678","2013B",4,0,0,40,"Fail"
"381","161678","2013B",5,0,0,40,"Fail"
"382","161678","2013B",6,0,0,40,"Fail"
"383","161678","2013B",7,0,0,40,"Fail"
"384","161678","2013B",8,0,0,40,"Fail"
"385","161678","2013B",9,0,0,40,"Fail"
"377","161678","2013B",10,0,0,40,"Fail"
"386","165243","2013B",0,3.11428571428571,0,0,"Pass"
"387","165243","2013B",1,14.9565217391304,1,80,"Pass"
"389","165243","2013B",2,6,1,74,"Pass"
"390","165243","2013B",3,5.16666666666667,1,82.6666666666667,"Pass"
"391","165243","2013B",4,3.20833333333333,1,77,"Pass"
"392","165243","2013B",5,5,1,77.6,"Pass"
"393","165243","2013B",6,1.45833333333333,2,79.2857142857143,"Pass"
"394","165243","2013B",7,0.416666666666667,2,80.1111111111111,"Pass"
"395","165243","2013B",8,1.875,1,82.1,"Pass"
"396","165243","2013B",9,1.16666666666667,0,82.1,"Pass"
"388","165243","2013B",10,0.541666666666667,0,82.1,"Pass"
"397","1659662","2013B",0,1,0,0,"Pass"
"398","1659662","2013B",1,3.21739130434783,1,72,"Pass"
"400","1659662","2013B",2,4.70833333333333,0,72,"Pass"
"401","1659662","2013B",3,15.0416666666667,2,79,"Pass"
"402","1659662","2013B",4,5.95833333333333,1,78,"Pass"
"403","1659662","2013B",5,3.45833333333333,1,78.4,"Pass"
"404","1659662","2013B",6,9.70833333333333,2,83.2857142857143,"Pass"
"405","1659662","2013B",7,8.83333333333333,2,85.6666666666667,"Pass"
"406","1659662","2013B",8,4.54166666666667,2,85.8181818181818,"Pass"
"407","1659662","2013B",9,0.833333333333333,0,85.8181818181818,"Pass"
"399","1659662","2013B",10,4.08333333333333,0,85.8181818181818,"Pass"
"408","1678401","2013B",0,2.35294117647059,0,0,"Pass"
"409","1678401","2013B",1,12.695652173913,1,57,"Pass"
"411","1678401","2013B",2,6.20833333333333,0,57,"Pass"
"412","1678401","2013B",3,0.916666666666667,2,63.6666666666667,"Pass"
"413","1678401","2013B",4,8.16666666666667,0,63.6666666666667,"Pass"
"414","1678401","2013B",5,1.54166666666667,1,63.25,"Pass"
"415","1678401","2013B",6,3.79166666666667,2,66.8333333333333,"Pass"
"416","1678401","2013B",7,1.66666666666667,2,71.375,"Pass"
"417","1678401","2013B",8,0.458333333333333,2,69.2,"Pass"
"418","1678401","2013B",9,0,0,69.2,"Pass"
"410","1678401","2013B",10,4.70833333333333,0,69.2,"Pass"
"419","171377","2013B",0,0,0,0,"Fail"
"420","171377","2013B",1,0,0,0,"Fail"
"422","171377","2013B",2,0,0,0,"Fail"
"423","171377","2013B",3,0,0,0,"Fail"
"424","171377","2013B",4,0,0,0,"Fail"
"425","171377","2013B",5,0,0,0,"Fail"
"426","171377","2013B",6,0,0,0,"Fail"
"427","171377","2013B",7,0,0,0,"Fail"
"428","171377","2013B",8,0,0,0,"Fail"
"429","171377","2013B",9,0,0,0,"Fail"
"421","171377","2013B",10,0,0,0,"Fail"
"430","1721462","2013B",0,1,0,0,"Pass"
"431","1721462","2013B",1,7.69565217391304,1,74,"Pass"
"433","1721462","2013B",2,3.58333333333333,0,74,"Pass"
"434","1721462","2013B",3,1.58333333333333,2,79.6666666666667,"Pass"
"435","1721462","2013B",4,0.666666666666667,1,74.25,"Pass"
"436","1721462","2013B",5,1.66666666666667,1,79.4,"Pass"
"437","1721462","2013B",6,2.25,1,79.5,"Pass"
"438","1721462","2013B",7,1.125,2,78,"Pass"
"439","1721462","2013B",8,1,2,74.6,"Pass"
"440","1721462","2013B",9,0.583333333333333,0,74.6,"Pass"
"432","1721462","2013B",10,2.58333333333333,0,74.6,"Pass"
"441","1728437","2013B",0,0,0,0,"Pass"
"442","1728437","2013B",1,5.26086956521739,1,85,"Pass"
"444","1728437","2013B",2,2.45833333333333,0,85,"Pass"
"445","1728437","2013B",3,2.08333333333333,2,83.3333333333333,"Pass"
"446","1728437","2013B",4,0.708333333333333,1,82.25,"Pass"
"447","1728437","2013B",5,0.0833333333333333,1,85.8,"Pass"
"448","1728437","2013B",6,5.70833333333333,2,83,"Pass"
"449","1728437","2013B",7,2.70833333333333,1,82.625,"Pass"
"450","1728437","2013B",8,1.08333333333333,3,79.4545454545455,"Pass"
"451","1728437","2013B",9,0.0416666666666667,0,79.4545454545455,"Pass"
"443","1728437","2013B",10,0.125,0,79.4545454545455,"Pass"
"452","173316","2013B",0,0,0,0,"Fail"
"453","173316","2013B",1,9.78260869565217,1,60,"Fail"
"455","173316","2013B",2,17.9166666666667,0,60,"Fail"
"456","173316","2013B",3,29.0833333333333,2,68.6666666666667,"Fail"
