"","id_student","Decile","Avg_Clicks","Asgmts","Avg_Asgmt_Score","final_result"
"6934","117071",2,1.20833333333333,0,0,"Fail"
"6935","117071",3,1.33333333333333,2,73,"Fail"
"6936","117071",4,0,0,73,"Fail"
"6937","117071",5,0,0,73,"Fail"
"6938","117071",6,0,0,73,"Fail"
"6939","117071",7,0,0,73,"Fail"
"6940","117071",8,0,0,73,"Fail"
"6941","117071",9,0,0,73,"Fail"
"6933","117071",10,0,0,73,"Fail"
"6942","120994",0,0,0,0,"Fail"
"6943","120994",1,15,0,0,"Fail"
"6945","120994",2,4.5,1,70,"Fail"
"6946","120994",3,4.33333333333333,1,85,"Fail"
"6947","120994",4,2.54166666666667,0,85,"Fail"
"6948","120994",5,0.625,1,90,"Fail"
"6949","120994",6,0.625,1,92.5,"Fail"
"6950","120994",7,1.04166666666667,1,86,"Fail"
"6951","120994",8,1.04166666666667,1,88.3333333333333,"Fail"
"6952","120994",9,0.0416666666666667,0,88.3333333333333,"Fail"
"6944","120994",10,0,0,88.3333333333333,"Fail"
"6953","122524",0,0,0,0,"Fail"
"6954","122524",1,0,0,0,"Fail"
"6956","122524",2,0,0,0,"Fail"
"6957","122524",3,0,0,0,"Fail"
"6958","122524",4,0,0,0,"Fail"
"6959","122524",5,0,0,0,"Fail"
"6960","122524",6,0,0,0,"Fail"
"6961","122524",7,0,0,0,"Fail"
"6962","122524",8,0,0,0,"Fail"
"6963","122524",9,0,0,0,"Fail"
"6955","122524",10,0,0,0,"Fail"
"6964","123860",0,2.3030303030303,0,0,"Pass"
"6965","123860",1,8.34782608695652,1,60,"Pass"
"6967","123860",2,5.95833333333333,1,67.5,"Pass"
"6968","123860",3,3.33333333333333,1,78.3333333333333,"Pass"
"6969","123860",4,1.54166666666667,1,78,"Pass"
"6970","123860",5,4.70833333333333,1,74.4,"Pass"
"6971","123860",6,5.04166666666667,2,76.7142857142857,"Pass"
"6972","123860",7,3.54166666666667,2,76.8888888888889,"Pass"
"6973","123860",8,3.16666666666667,2,77.9090909090909,"Pass"
"6974","123860",9,9.70833333333333,0,77.9090909090909,"Pass"
"6966","123860",10,2,0,77.9090909090909,"Pass"
"6975","126322",0,2.25,2,90,"Pass"
"6976","126322",1,1.69565217391304,1,81.6666666666667,"Pass"
"6978","126322",2,5.66666666666667,0,81.6666666666667,"Pass"
"6979","126322",3,2.125,1,80.75,"Pass"
"6980","126322",4,1.08333333333333,0,80.75,"Pass"
"6981","126322",5,5.375,0,80.75,"Pass"
"6982","126322",6,1.29166666666667,1,81.8,"Pass"
"6983","126322",7,0.666666666666667,0,81.8,"Pass"
"6984","126322",8,0.0416666666666667,0,81.8,"Pass"
"6985","126322",9,0.166666666666667,2,84.1428571428571,"Pass"
"6977","126322",10,1.04166666666667,0,84.1428571428571,"Pass"
"6986","126411",0,0,0,0,"Fail"
"6987","126411",1,0.217391304347826,0,0,"Fail"
"6989","126411",2,0.708333333333333,0,0,"Fail"
"6990","126411",3,0,1,100,"Fail"
"6991","126411",4,0,0,100,"Fail"
"6992","126411",5,0,0,100,"Fail"
"6993","126411",6,0,0,100,"Fail"
"6994","126411",7,0,0,100,"Fail"
"6995","126411",8,0,0,100,"Fail"
"6996","126411",9,0,0,100,"Fail"
"6988","126411",10,0,0,100,"Fail"
"6997","133155",0,0,0,0,"Pass"
"6998","133155",1,8.39130434782609,1,87,"Pass"
"7000","133155",2,3.08333333333333,0,87,"Pass"
"7001","133155",3,15.625,2,90.6666666666667,"Pass"
"7002","133155",4,4.125,1,90.5,"Pass"
"7003","133155",5,0.25,1,92.4,"Pass"
"7004","133155",6,6.875,2,92.1428571428571,"Pass"
"7005","133155",7,8.83333333333333,2,92.7777777777778,"Pass"
"7006","133155",8,4,2,93,"Pass"
"7007","133155",9,0.125,0,93,"Pass"
"6999","133155",10,3.29166666666667,0,93,"Pass"
"7008","133531",0,0,0,0,"Fail"
"7009","133531",1,0,0,0,"Fail"
"7011","133531",2,0,0,0,"Fail"
"7012","133531",3,0,0,0,"Fail"
"7013","133531",4,0,0,0,"Fail"
"7014","133531",5,0,0,0,"Fail"
"7015","133531",6,0,0,0,"Fail"
"7016","133531",7,0,0,0,"Fail"
"7017","133531",8,0,0,0,"Fail"
"7018","133531",9,0,0,0,"Fail"
"7010","133531",10,0,0,0,"Fail"
"7019","133748",0,2.96428571428571,0,0,"Fail"
"7020","133748",1,3.65217391304348,1,74,"Fail"
"7022","133748",2,4.66666666666667,1,67.5,"Fail"
"7023","133748",3,1.33333333333333,1,78.3333333333333,"Fail"
"7024","133748",4,1.45833333333333,1,75,"Fail"
"7025","133748",5,0.875,1,80,"Fail"
"7026","133748",6,1.20833333333333,1,76,"Fail"
"7027","133748",7,0,0,76,"Fail"
"7028","133748",8,0,0,76,"Fail"
"7029","133748",9,0,0,76,"Fail"
"7021","133748",10,0,0,76,"Fail"
"7030","142324",0,0,0,0,"Fail"
"7031","142324",1,2.82608695652174,1,70,"Fail"
"7033","142324",2,3.125,1,70.5,"Fail"
"7034","142324",3,0,1,80.3333333333333,"Fail"
"7035","142324",4,0.791666666666667,1,77.25,"Fail"
"7036","142324",5,1.20833333333333,1,81.8,"Fail"
"7037","142324",6,0.0416666666666667,2,77.7142857142857,"Fail"
"7038","142324",7,0,0,77.7142857142857,"Fail"
"7039","142324",8,0,0,77.7142857142857,"Fail"
"7040","142324",9,0,0,77.7142857142857,"Fail"
"7032","142324",10,0,0,77.7142857142857,"Fail"
"7041","1436591",0,2,0,0,"Distinction"
"7042","1436591",1,13.9565217391304,1,77,"Distinction"
"7044","1436591",2,10.2083333333333,1,86,"Distinction"
"7045","1436591",3,5.375,1,90.6666666666667,"Distinction"
"7046","1436591",4,5.95833333333333,1,93,"Distinction"
"7047","1436591",5,6.45833333333333,1,94.4,"Distinction"
"7048","1436591",6,3.04166666666667,2,96,"Distinction"
"7049","1436591",7,3.45833333333333,2,96.8888888888889,"Distinction"
"7050","1436591",8,2.29166666666667,2,97.4545454545455,"Distinction"
"7051","1436591",9,4.58333333333333,0,97.4545454545455,"Distinction"
"7043","1436591",10,2.875,0,97.4545454545455,"Distinction"
"7052","143741",0,5.38461538461539,0,0,"Distinction"
"7053","143741",1,4.65217391304348,1,74,"Distinction"
"7055","143741",2,2.875,0,74,"Distinction"
"7056","143741",3,2.5,2,81.3333333333333,"Distinction"
"7057","143741",4,1.91666666666667,1,79.75,"Distinction"
"7058","143741",5,2.04166666666667,1,83.8,"Distinction"
"7059","143741",6,0.625,2,84.8571428571429,"Distinction"
"7060","143741",7,4.41666666666667,2,83.5555555555556,"Distinction"
"7061","143741",8,1.54166666666667,2,86.0909090909091,"Distinction"
"7062","143741",9,0.75,0,86.0909090909091,"Distinction"
"7054","143741",10,0.875,0,86.0909090909091,"Distinction"
"7063","145544",0,0,0,0,"Pass"
"7064","145544",1,6.78260869565217,1,77,"Pass"
"7066","145544",2,6,0,77,"Pass"
"7067","145544",3,2.08333333333333,2,86.3333333333333,"Pass"
"7068","145544",4,2.16666666666667,1,84.25,"Pass"
"7069","145544",5,2.125,1,87.4,"Pass"
"7070","145544",6,1.79166666666667,2,86.1428571428571,"Pass"
"7071","145544",7,2.5,2,86.3333333333333,"Pass"
"7072","145544",8,4.375,2,86,"Pass"
"7073","145544",9,1.45833333333333,0,86,"Pass"
"7065","145544",10,3.5,0,86,"Pass"
"7074","147876",0,0,0,0,"Fail"
"7075","147876",1,3.78260869565217,1,84,"Fail"
"7077","147876",2,2.66666666666667,0,84,"Fail"
"7078","147876",3,0.791666666666667,2,80.6666666666667,"Fail"
"7079","147876",4,2.875,0,80.6666666666667,"Fail"
"7080","147876",5,2.25,2,80,"Fail"
"7081","147876",6,1.54166666666667,2,78.5714285714286,"Fail"
"7082","147876",7,0,0,78.5714285714286,"Fail"
"7083","147876",8,0,0,78.5714285714286,"Fail"
"7084","147876",9,0,0,78.5714285714286,"Fail"
"7076","147876",10,0.0416666666666667,0,78.5714285714286,"Fail"
"7085","1480800",0,1.25,0,0,"Pass"
"7086","1480800",1,1,1,77,"Pass"
"7088","1480800",2,5.375,1,78,"Pass"
"7089","1480800",3,1.16666666666667,1,85.3333333333333,"Pass"
"7090","1480800",4,3.91666666666667,1,84,"Pass"
"7091","1480800",5,0.791666666666667,1,83.2,"Pass"
"7092","1480800",6,2.58333333333333,2,83.5714285714286,"Pass"
"7093","1480800",7,2.04166666666667,2,83.1111111111111,"Pass"
"7094","1480800",8,0.583333333333333,2,82.9090909090909,"Pass"
"7095","1480800",9,1.125,0,82.9090909090909,"Pass"
"7087","1480800",10,2.08333333333333,0,82.9090909090909,"Pass"
"7096","1493476",0,0,0,0,"Pass"
"7097","1493476",1,2.08695652173913,1,75,"Pass"
"7099","1493476",2,1.875,0,75,"Pass"
"7100","1493476",3,0.708333333333333,2,83.3333333333333,"Pass"
"7101","1493476",4,0.708333333333333,0,83.3333333333333,"Pass"
"7102","1493476",5,2.375,1,80.25,"Pass"
"7103","1493476",6,0.458333333333333,2,78.1666666666667,"Pass"
"7104","1493476",7,0.125,0,78.1666666666667,"Pass"
"7105","1493476",8,1.125,3,77.8888888888889,"Pass"
"7106","1493476",9,1.20833333333333,0,77.8888888888889,"Pass"
"7098","1493476",10,3.20833333333333,0,77.8888888888889,"Pass"
"7107","151697",0,2.18181818181818,0,0,"Pass"
"7108","151697",1,2.17391304347826,1,86,"Pass"
"7110","151697",2,2,1,83.5,"Pass"
"7111","151697",3,2.375,1,89,"Pass"
"7112","151697",4,2.20833333333333,1,85.25,"Pass"
"7113","151697",5,0.625,1,88.2,"Pass"
"7114","151697",6,0.708333333333333,2,88.5714285714286,"Pass"
"7115","151697",7,0.958333333333333,2,88.8888888888889,"Pass"
"7116","151697",8,0.708333333333333,2,89.0909090909091,"Pass"
"7117","151697",9,2.04166666666667,0,89.0909090909091,"Pass"
"7109","151697",10,1.04166666666667,0,89.0909090909091,"Pass"
"7118","1521540",0,0,0,0,"Distinction"
"7119","1521540",1,13.4782608695652,1,83,"Distinction"
"7121","1521540",2,9.25,1,86.5,"Distinction"
"7122","1521540",3,6.66666666666667,1,91,"Distinction"
"7123","1521540",4,11.2083333333333,1,89,"Distinction"
"7124","1521540",5,12.3333333333333,2,91.8333333333333,"Distinction"
"7125","1521540",6,14.9583333333333,1,90.1428571428571,"Distinction"
"7126","1521540",7,23.9166666666667,2,89.5555555555556,"Distinction"
"7127","1521540",8,21.875,2,91,"Distinction"
"7128","1521540",9,40.9166666666667,0,91,"Distinction"
"7120","1521540",10,35.375,0,91,"Distinction"
"7129","152910",0,1.44444444444444,0,0,"Pass"
"7130","152910",1,22.6521739130435,1,72,"Pass"
"7132","152910",2,15.8333333333333,0,72,"Pass"
"7133","152910",3,6.875,2,82,"Pass"
"7134","152910",4,6.58333333333333,1,80.5,"Pass"
"7135","152910",5,2.125,1,84.4,"Pass"
"7136","152910",6,10.375,2,83.1428571428571,"Pass"
"7137","152910",7,0.958333333333333,2,82.2222222222222,"Pass"
"7138","152910",8,0.541666666666667,0,82.2222222222222,"Pass"
"7139","152910",9,4.66666666666667,0,82.2222222222222,"Pass"
"7131","152910",10,10.9583333333333,0,82.2222222222222,"Pass"
"7140","152929",0,0,0,0,"Pass"
"7141","152929",1,0.91304347826087,1,73,"Pass"
"7143","152929",2,0.666666666666667,0,73,"Pass"
"7144","152929",3,3.83333333333333,2,80.3333333333333,"Pass"
"7145","152929",4,0.958333333333333,1,74.25,"Pass"
"7146","152929",5,0,1,79.4,"Pass"
"7147","152929",6,2.29166666666667,2,77.4285714285714,"Pass"
"7148","152929",7,1.375,0,77.4285714285714,"Pass"
"7149","152929",8,1.5,2,80.4444444444444,"Pass"
"7150","152929",9,0.0833333333333333,0,80.4444444444444,"Pass"
"7142","152929",10,0.0833333333333333,0,80.4444444444444,"Pass"
"7151","153212",0,0,0,0,"Distinction"
"7152","153212",1,4.26086956521739,1,90,"Distinction"
"7154","153212",2,4,0,90,"Distinction"
"7155","153212",3,5.45833333333333,2,87.6666666666667,"Distinction"
"7156","153212",4,2.375,0,87.6666666666667,"Distinction"
"7157","153212",5,1.5,2,87.2,"Distinction"
"7158","153212",6,1.66666666666667,2,88.1428571428571,"Distinction"
"7159","153212",7,2.45833333333333,2,83.6666666666667,"Distinction"
"7160","153212",8,3.125,2,83.5454545454545,"Distinction"
"7161","153212",9,4,0,83.5454545454545,"Distinction"
"7153","153212",10,3.33333333333333,0,83.5454545454545,"Distinction"
"7162","154027",0,1.72222222222222,0,0,"Pass"
"7163","154027",1,1.21739130434783,1,76,"Pass"
"7165","154027",2,2.41666666666667,0,76,"Pass"
"7166","154027",3,1.20833333333333,2,79,"Pass"
"7167","154027",4,2.25,1,71.75,"Pass"
"7168","154027",5,2.375,1,73.4,"Pass"
"7169","154027",6,1.875,2,70.4285714285714,"Pass"
"7170","154027",7,2.58333333333333,2,70.3333333333333,"Pass"
"7171","154027",8,2.45833333333333,1,73.3,"Pass"
"7172","154027",9,0.125,0,73.3,"Pass"
"7164","154027",10,4.08333333333333,0,73.3,"Pass"
"7173","154125",0,0,0,0,"Fail"
"7174","154125",1,1.30434782608696,1,79,"Fail"
"7176","154125",2,0,0,79,"Fail"
"7177","154125",3,0.416666666666667,2,86.3333333333333,"Fail"
"7178","154125",4,0.541666666666667,1,84.75,"Fail"
"7179","154125",5,0,1,87.8,"Fail"
"7180","154125",6,0.375,2,86.4285714285714,"Fail"
"7181","154125",7,0.625,2,87.5555555555556,"Fail"
"7182","154125",8,0,0,87.5555555555556,"Fail"
"7183","154125",9,0,0,87.5555555555556,"Fail"
"7175","154125",10,0,0,87.5555555555556,"Fail"
"7184","154540",0,2,0,0,"Pass"
"7185","154540",1,6.30434782608696,1,83,"Pass"
"7187","154540",2,2.33333333333333,0,83,"Pass"
"7188","154540",3,0.875,2,79.3333333333333,"Pass"
"7189","154540",4,1.08333333333333,1,78.5,"Pass"
"7190","154540",5,0.583333333333333,1,82.8,"Pass"
"7191","154540",6,0.875,2,81.7142857142857,"Pass"
"7192","154540",7,1.625,2,81.5555555555556,"Pass"
"7193","154540",8,1.54166666666667,2,79.1818181818182,"Pass"
"7194","154540",9,0.291666666666667,0,79.1818181818182,"Pass"
"7186","154540",10,0,0,79.1818181818182,"Pass"
"7195","156835",0,3.90909090909091,0,0,"Pass"
"7196","156835",1,5.17391304347826,1,80,"Pass"
"7198","156835",2,4.70833333333333,0,80,"Pass"
"7199","156835",3,4.625,2,81,"Pass"
"7200","156835",4,8.70833333333333,1,80.75,"Pass"
"7201","156835",5,4.29166666666667,1,84.6,"Pass"
"7202","156835",6,4,2,86.5714285714286,"Pass"
"7203","156835",7,7.16666666666667,2,87.6666666666667,"Pass"
"7204","156835",8,3.66666666666667,1,86.9,"Pass"
"7205","156835",9,3.375,0,86.9,"Pass"
"7197","156835",10,0.916666666666667,0,86.9,"Pass"
"7206","1574398",0,20.84375,0,0,"Distinction"
"7207","1574398",1,95.1739130434783,1,78,"Distinction"
"7209","1574398",2,24.2916666666667,0,78,"Distinction"
"7210","1574398",3,26.0416666666667,2,86,"Distinction"
"7211","1574398",4,31.3333333333333,1,86.25,"Distinction"
"7212","1574398",5,31.4166666666667,1,89,"Distinction"
"7213","1574398",6,34.6666666666667,2,90,"Distinction"
"7214","1574398",7,42.9166666666667,2,91.2222222222222,"Distinction"
"7215","1574398",8,26.0416666666667,2,90.8181818181818,"Distinction"
"7216","1574398",9,12.3333333333333,0,90.8181818181818,"Distinction"
"7208","1574398",10,16.4583333333333,0,90.8181818181818,"Distinction"
"7217","161678",0,0,0,0,"Fail"
"7218","161678",1,1.73913043478261,0,0,"Fail"
"7220","161678",2,2.20833333333333,1,40,"Fail"
"7221","161678",3,0,0,40,"Fail"
"7222","161678",4,0,0,40,"Fail"
"7223","161678",5,0,0,40,"Fail"
"7224","161678",6,0,0,40,"Fail"
"7225","161678",7,0,0,40,"Fail"
"7226","161678",8,0,0,40,"Fail"
"7227","161678",9,0,0,40,"Fail"
"7219","161678",10,0,0,40,"Fail"
"7228","165243",0,3.11428571428571,0,0,"Pass"
"7229","165243",1,14.9565217391304,1,80,"Pass"
"7231","165243",2,6,1,74,"Pass"
"7232","165243",3,5.16666666666667,1,82.6666666666667,"Pass"
"7233","165243",4,3.20833333333333,1,77,"Pass"
"7234","165243",5,5,1,77.6,"Pass"
"7235","165243",6,1.45833333333333,2,79.2857142857143,"Pass"
"7236","165243",7,0.416666666666667,2,80.1111111111111,"Pass"
"7237","165243",8,1.875,1,82.1,"Pass"
"7238","165243",9,1.16666666666667,0,82.1,"Pass"
"7230","165243",10,0.541666666666667,0,82.1,"Pass"
"7239","1659662",0,1,0,0,"Pass"
"7240","1659662",1,3.21739130434783,1,72,"Pass"
"7242","1659662",2,4.70833333333333,0,72,"Pass"
"7243","1659662",3,15.0416666666667,2,79,"Pass"
"7244","1659662",4,5.95833333333333,1,78,"Pass"
"7245","1659662",5,3.45833333333333,1,78.4,"Pass"
"7246","1659662",6,9.70833333333333,2,83.2857142857143,"Pass"
"7247","1659662",7,8.83333333333333,2,85.6666666666667,"Pass"
"7248","1659662",8,4.54166666666667,2,85.8181818181818,"Pass"
"7249","1659662",9,0.833333333333333,0,85.8181818181818,"Pass"
"7241","1659662",10,4.08333333333333,0,85.8181818181818,"Pass"
"7250","1678401",0,2.35294117647059,0,0,"Pass"
"7251","1678401",1,12.695652173913,1,57,"Pass"
"7253","1678401",2,6.20833333333333,0,57,"Pass"
"7254","1678401",3,0.916666666666667,2,63.6666666666667,"Pass"
"7255","1678401",4,8.16666666666667,0,63.6666666666667,"Pass"
"7256","1678401",5,1.54166666666667,1,63.25,"Pass"
"7257","1678401",6,3.79166666666667,2,66.8333333333333,"Pass"
"7258","1678401",7,1.66666666666667,2,71.375,"Pass"
"7259","1678401",8,0.458333333333333,2,69.2,"Pass"
"7260","1678401",9,0,0,69.2,"Pass"
"7252","1678401",10,4.70833333333333,0,69.2,"Pass"
"7261","171377",0,0,0,0,"Fail"
"7262","171377",1,0,0,0,"Fail"
"7264","171377",2,0,0,0,"Fail"
"7265","171377",3,0,0,0,"Fail"
"7266","171377",4,0,0,0,"Fail"
"7267","171377",5,0,0,0,"Fail"
"7268","171377",6,0,0,0,"Fail"
"7269","171377",7,0,0,0,"Fail"
"7270","171377",8,0,0,0,"Fail"
"7271","171377",9,0,0,0,"Fail"
"7263","171377",10,0,0,0,"Fail"
"7272","1721462",0,1,0,0,"Pass"
"7273","1721462",1,7.69565217391304,1,74,"Pass"
"7275","1721462",2,3.58333333333333,0,74,"Pass"
"7276","1721462",3,1.58333333333333,2,79.6666666666667,"Pass"
"7277","1721462",4,0.666666666666667,1,74.25,"Pass"
"7278","1721462",5,1.66666666666667,1,79.4,"Pass"
"7279","1721462",6,2.25,1,79.5,"Pass"
"7280","1721462",7,1.125,2,78,"Pass"
"7281","1721462",8,1,2,74.6,"Pass"
"7282","1721462",9,0.583333333333333,0,74.6,"Pass"
"7274","1721462",10,2.58333333333333,0,74.6,"Pass"
"7283","1728437",0,0,0,0,"Pass"
"7284","1728437",1,5.26086956521739,1,85,"Pass"
"7286","1728437",2,2.45833333333333,0,85,"Pass"
"7287","1728437",3,2.08333333333333,2,83.3333333333333,"Pass"
"7288","1728437",4,0.708333333333333,1,82.25,"Pass"
"7289","1728437",5,0.0833333333333333,1,85.8,"Pass"
"7290","1728437",6,5.70833333333333,2,83,"Pass"
"7291","1728437",7,2.70833333333333,1,82.625,"Pass"
"7292","1728437",8,1.08333333333333,3,79.4545454545455,"Pass"
"7293","1728437",9,0.0416666666666667,0,79.4545454545455,"Pass"
"7285","1728437",10,0.125,0,79.4545454545455,"Pass"
"7294","173316",0,0,0,0,"Fail"
"7295","173316",1,9.78260869565217,1,60,"Fail"
"7297","173316",2,17.9166666666667,0,60,"Fail"
"7298","173316",3,29.0833333333333,2,68.6666666666667,"Fail"
"7299","173316",4,3.75,0,68.6666666666667,"Fail"
"7300","173316",5,1.16666666666667,1,62.5,"Fail"
"7301","173316",6,1.95833333333333,1,62,"Fail"
"7302","173316",7,0.208333333333333,0,62,"Fail"
"7303","173316",8,2.91666666666667,2,58.5714285714286,"Fail"
"7304","173316",9,0,0,58.5714285714286,"Fail"
"7296","173316",10,0.416666666666667,0,58.5714285714286,"Fail"
"7305","173335",0,1.11111111111111,0,0,"Fail"
"7306","173335",1,3.17391304347826,1,73,"Fail"
"7308","173335",2,1.95833333333333,0,73,"Fail"
"7309","173335",3,4.16666666666667,2,77.6666666666667,"Fail"
"7310","173335",4,1.45833333333333,1,76,"Fail"
"7311","173335",5,1.5,1,80.8,"Fail"
"7312","173335",6,0.833333333333333,2,80.1428571428571,"Fail"
"7313","173335",7,1.70833333333333,2,77.3333333333333,"Fail"
"7314","173335",8,0.25,0,77.3333333333333,"Fail"
"7315","173335",9,0.458333333333333,0,77.3333333333333,"Fail"
"7307","173335",10,0.875,0,77.3333333333333,"Fail"
"7316","1747892",0,2.56578947368421,0,0,"Distinction"
"7317","1747892",1,19.9130434782609,1,75,"Distinction"
"7319","1747892",2,10.7916666666667,0,75,"Distinction"
"7320","1747892",3,6.125,2,87,"Distinction"
"7321","1747892",4,7.83333333333333,1,83.75,"Distinction"
"7322","1747892",5,8.79166666666667,1,83,"Distinction"
"7323","1747892",6,5.04166666666667,2,78.7142857142857,"Distinction"
"7324","1747892",7,8.33333333333333,2,79.6666666666667,"Distinction"
"7325","1747892",8,5.91666666666667,2,82.2727272727273,"Distinction"
"7326","1747892",9,3.41666666666667,0,82.2727272727273,"Distinction"
"7318","1747892",10,3.66666666666667,0,82.2727272727273,"Distinction"
"7327","1753965",0,1.68,0,0,"Pass"
"7328","1753965",1,19.9130434782609,1,79,"Pass"
"7330","1753965",2,16.0833333333333,0,79,"Pass"
"7331","1753965",3,12.75,2,79.6666666666667,"Pass"
"7332","1753965",4,18.375,1,81,"Pass"
"7333","1753965",5,1.95833333333333,1,80.8,"Pass"
"7334","1753965",6,11.0833333333333,2,83.7142857142857,"Pass"
"7335","1753965",7,16.4583333333333,2,84,"Pass"
"7336","1753965",8,8.54166666666667,2,79.7272727272727,"Pass"
"7337","1753965",9,13.2916666666667,0,79.7272727272727,"Pass"
"7329","1753965",10,13,0,79.7272727272727,"Pass"
"7338","1770733",0,3.22222222222222,0,0,"Pass"
"7339","1770733",1,7.91304347826087,1,80,"Pass"
"7341","1770733",2,4.20833333333333,1,77.5,"Pass"
"7342","1770733",3,0.125,1,85,"Pass"
"7343","1770733",4,3.79166666666667,1,82,"Pass"
"7344","1770733",5,1.91666666666667,1,81.6,"Pass"
